design_id,design_role,pressure_bar,equivalence_ratio,cracking_ratio,flame_temperature_K,temperature_K,ignition_temperature_K,residence_time_ms,psr_fraction,heat_loss_W_per_K,inside_lbv_convex_hull,inside_all_idt_convex_hull,inside_exact_criterion_convex_hull
screen_0232,surrogate_screening,5,0.7,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0233,surrogate_screening,5,0.8,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0234,surrogate_screening,5,0.8,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0235,surrogate_screening,5,0.8,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0236,surrogate_screening,5,0.8,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0237,surrogate_screening,5,0.8,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0238,surrogate_screening,5,0.8,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0239,surrogate_screening,5,0.8,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0240,surrogate_screening,5,0.8,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0241,surrogate_screening,5,0.9,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0242,surrogate_screening,5,0.9,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0243,surrogate_screening,5,0.9,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0244,surrogate_screening,5,0.9,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0245,surrogate_screening,5,0.9,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0246,surrogate_screening,5,0.9,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0247,surrogate_screening,5,0.9,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0248,surrogate_screening,5,0.9,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0249,surrogate_screening,5,1.0,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0250,surrogate_screening,5,1.0,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0251,surrogate_screening,5,1.0,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0252,surrogate_screening,5,1.0,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0253,surrogate_screening,5,1.0,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0254,surrogate_screening,5,1.0,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0255,surrogate_screening,5,1.0,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0256,surrogate_screening,5,1.0,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0257,surrogate_screening,5,1.1,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0258,surrogate_screening,5,1.1,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0259,surrogate_screening,5,1.1,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0260,surrogate_screening,5,1.1,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0261,surrogate_screening,5,1.1,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0262,surrogate_screening,5,1.1,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0263,surrogate_screening,5,1.1,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0264,surrogate_screening,5,1.1,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0265,surrogate_screening,5,1.2,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0266,surrogate_screening,5,1.2,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0267,surrogate_screening,5,1.2,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0268,surrogate_screening,5,1.2,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0269,surrogate_screening,5,1.2,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0270,surrogate_screening,5,1.2,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0271,surrogate_screening,5,1.2,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0272,surrogate_screening,5,1.2,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0273,surrogate_screening,5,1.3,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0274,surrogate_screening,5,1.3,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0275,surrogate_screening,5,1.3,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,True,False,False
screen_0276,surrogate_screening,5,1.3,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0277,surrogate_screening,5,1.3,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0278,surrogate_screening,5,1.3,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0279,surrogate_screening,5,1.3,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0280,surrogate_screening,5,1.3,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0281,surrogate_screening,5,1.4,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0282,surrogate_screening,5,1.4,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0283,surrogate_screening,5,1.4,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0284,surrogate_screening,5,1.4,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0285,surrogate_screening,5,1.4,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0286,surrogate_screening,5,1.4,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0287,surrogate_screening,5,1.4,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0288,surrogate_screening,5,1.4,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0289,surrogate_screening,10,0.6,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0290,surrogate_screening,10,0.6,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0291,surrogate_screening,10,0.6,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0292,surrogate_screening,10,0.6,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0293,surrogate_screening,10,0.6,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0294,surrogate_screening,10,0.6,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0295,surrogate_screening,10,0.6,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0296,surrogate_screening,10,0.6,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0297,surrogate_screening,10,0.7,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0298,surrogate_screening,10,0.7,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0299,surrogate_screening,10,0.7,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0300,surrogate_screening,10,0.7,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0301,surrogate_screening,10,0.7,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0302,surrogate_screening,10,0.7,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0303,surrogate_screening,10,0.7,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0304,surrogate_screening,10,0.7,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0305,surrogate_screening,10,0.8,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0306,surrogate_screening,10,0.8,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0307,surrogate_screening,10,0.8,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0308,surrogate_screening,10,0.8,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0309,surrogate_screening,10,0.8,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0310,surrogate_screening,10,0.8,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0311,surrogate_screening,10,0.8,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0312,surrogate_screening,10,0.8,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0313,surrogate_screening,10,0.9,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0314,surrogate_screening,10,0.9,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0315,surrogate_screening,10,0.9,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0316,surrogate_screening,10,0.9,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0317,surrogate_screening,10,0.9,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0318,surrogate_screening,10,0.9,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0319,surrogate_screening,10,0.9,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0320,surrogate_screening,10,0.9,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0321,surrogate_screening,10,1.0,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0322,surrogate_screening,10,1.0,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0323,surrogate_screening,10,1.0,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0324,surrogate_screening,10,1.0,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0325,surrogate_screening,10,1.0,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0326,surrogate_screening,10,1.0,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0327,surrogate_screening,10,1.0,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0328,surrogate_screening,10,1.0,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0329,surrogate_screening,10,1.1,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0330,surrogate_screening,10,1.1,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0331,surrogate_screening,10,1.1,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0332,surrogate_screening,10,1.1,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0333,surrogate_screening,10,1.1,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0334,surrogate_screening,10,1.1,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0335,surrogate_screening,10,1.1,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0336,surrogate_screening,10,1.1,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0337,surrogate_screening,10,1.2,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0338,surrogate_screening,10,1.2,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0339,surrogate_screening,10,1.2,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0340,surrogate_screening,10,1.2,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0341,surrogate_screening,10,1.2,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0342,surrogate_screening,10,1.2,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,True,False
screen_0343,surrogate_screening,10,1.2,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0344,surrogate_screening,10,1.2,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0345,surrogate_screening,10,1.3,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0346,surrogate_screening,10,1.3,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0347,surrogate_screening,10,1.3,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0348,surrogate_screening,10,1.3,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0349,surrogate_screening,10,1.3,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0350,surrogate_screening,10,1.3,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0351,surrogate_screening,10,1.3,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0352,surrogate_screening,10,1.3,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0353,surrogate_screening,10,1.4,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0354,surrogate_screening,10,1.4,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0355,surrogate_screening,10,1.4,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0356,surrogate_screening,10,1.4,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0357,surrogate_screening,10,1.4,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0358,surrogate_screening,10,1.4,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0359,surrogate_screening,10,1.4,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0360,surrogate_screening,10,1.4,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0361,surrogate_screening,20,0.6,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0362,surrogate_screening,20,0.6,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0363,surrogate_screening,20,0.6,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0364,surrogate_screening,20,0.6,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0365,surrogate_screening,20,0.6,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0366,surrogate_screening,20,0.6,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0367,surrogate_screening,20,0.6,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0368,surrogate_screening,20,0.6,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0369,surrogate_screening,20,0.7,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0370,surrogate_screening,20,0.7,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0371,surrogate_screening,20,0.7,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0372,surrogate_screening,20,0.7,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0373,surrogate_screening,20,0.7,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0374,surrogate_screening,20,0.7,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0375,surrogate_screening,20,0.7,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0376,surrogate_screening,20,0.7,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0377,surrogate_screening,20,0.8,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0378,surrogate_screening,20,0.8,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0379,surrogate_screening,20,0.8,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0380,surrogate_screening,20,0.8,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0381,surrogate_screening,20,0.8,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0382,surrogate_screening,20,0.8,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0383,surrogate_screening,20,0.8,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0384,surrogate_screening,20,0.8,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0385,surrogate_screening,20,0.9,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0386,surrogate_screening,20,0.9,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0387,surrogate_screening,20,0.9,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0388,surrogate_screening,20,0.9,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0389,surrogate_screening,20,0.9,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0390,surrogate_screening,20,0.9,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0391,surrogate_screening,20,0.9,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0392,surrogate_screening,20,0.9,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0393,surrogate_screening,20,1.0,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0394,surrogate_screening,20,1.0,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0395,surrogate_screening,20,1.0,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0396,surrogate_screening,20,1.0,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0397,surrogate_screening,20,1.0,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0398,surrogate_screening,20,1.0,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0399,surrogate_screening,20,1.0,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0400,surrogate_screening,20,1.0,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0401,surrogate_screening,20,1.1,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0402,surrogate_screening,20,1.1,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0403,surrogate_screening,20,1.1,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0404,surrogate_screening,20,1.1,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0405,surrogate_screening,20,1.1,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0406,surrogate_screening,20,1.1,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0407,surrogate_screening,20,1.1,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0408,surrogate_screening,20,1.1,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0409,surrogate_screening,20,1.2,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0410,surrogate_screening,20,1.2,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0411,surrogate_screening,20,1.2,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0412,surrogate_screening,20,1.2,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0413,surrogate_screening,20,1.2,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0414,surrogate_screening,20,1.2,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0415,surrogate_screening,20,1.2,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0416,surrogate_screening,20,1.2,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0417,surrogate_screening,20,1.3,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0418,surrogate_screening,20,1.3,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0419,surrogate_screening,20,1.3,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0420,surrogate_screening,20,1.3,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0421,surrogate_screening,20,1.3,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0422,surrogate_screening,20,1.3,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0423,surrogate_screening,20,1.3,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0424,surrogate_screening,20,1.3,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0425,surrogate_screening,20,1.4,0.0,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0426,surrogate_screening,20,1.4,0.05,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0427,surrogate_screening,20,1.4,0.1,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0428,surrogate_screening,20,1.4,0.2,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0429,surrogate_screening,20,1.4,0.3,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0430,surrogate_screening,20,1.4,0.4,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0431,surrogate_screening,20,1.4,0.5,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
screen_0432,surrogate_screening,20,1.4,0.7,450.0,750.0,1200.0,10.0,0.5,0.0,False,False,False
