observable,training_loss_weighting,stacking_minus_equal_weight_mean,stacking_minus_equal_weight_95_low,stacking_minus_equal_weight_95_high,stacking_minus_best_single_mean,stacking_minus_best_single_95_low,stacking_minus_best_single_95_high,stacking_beats_both_point_estimate,stacking_beats_both
LBV,point_equal,-0.027865150486004953,-0.046435833630280865,-0.01093817548786686,0.0038098950117130075,-0.0005104041690223314,0.008812045691918504,False,False
