observable,stacking_minus_equal_weight_mean,stacking_minus_equal_weight_95_low,stacking_minus_equal_weight_95_high,stacking_minus_best_single_mean,stacking_minus_best_single_95_low,stacking_minus_best_single_95_high,stacking_beats_both_point_estimate,stacking_beats_both
LBV,-0.031092548709242936,-0.047641246088099984,-0.015253518411137347,0.002214048649845017,0.00044361349596086557,0.004638174223055459,False,False
