method,n,campaigns,mean_absolute_relative_error,cluster_bootstrap_95_low,cluster_bootstrap_95_high,root_mean_squared_relative_error,mean_signed_relative_bias,median_absolute_relative_error
stacked,78,16,0.14280568915669617,0.09949287839651431,0.19553458937500826,0.22815106351614697,0.04259193130118885,0.08063695987538973
equal_weight,78,16,0.17389823786593905,0.12103983904145023,0.2384878097307421,0.26846564037246134,0.07037408761562187,0.10513963570472266
best_single,78,16,0.1405916405068511,0.09779242568875071,0.1930321580542944,0.2257224291713892,0.044061337678264256,0.08200513813605866
