design_id,design_role,inside_experimental_convex_hull,mechanism_id,temperature_K,pressure_bar,equivalence_ratio,cracking_ratio,status,laminar_burning_velocity_m_per_s,max_temperature_K,grid_points,transport_model,soret_enabled,failure_reason,runtime_s
map_0038,training,True,RMG_2026_Burke,300,5,0.9,0.0,completed,0.03603112098330607,1978.5717666919809,200,multicomponent,True,,346.2585022000003
