mechanism_id,location,temperature_K,pressure_bar,target_species,absolute_rank,reaction_index,reaction_equation,production_contribution_kmol_m3_s,normalized_absolute_contribution,direction
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,3,278,N + NO <=> N2 + O,-0.08595832907357177,0.1289552426652424,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,4,295,H + NO (+M) <=> HNO (+M),0.07594320418919728,0.11393048737152534,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,5,77,N + OH <=> H + NO,0.07277277872836777,0.10917419453684954,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,6,87,NH + OH <=> H2 + NO,0.03736941155503024,0.05606183353345165,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,7,134,NH2 + NO <=> NNH + OH,-0.02540167458850401,0.03810775693255275,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,8,83,NH + O <=> H + NO,0.01925498591684749,0.028886454729682622,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,9,378,H + NO2 <=> NO + OH,0.01821744010905571,0.027329921780960727,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,10,176,NNH + O <=> NH + NO,-0.018038489140626227,0.027061458377731322,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,11,92,NH + NO <=> N2 + OH,-0.01800671256483245,0.027013786952673143,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NO,12,277,NO + O (+M) <=> NO2 (+M),-0.01695252954220798,0.02543229474637672,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,1,354,H + N2O <=> NH + NO,0.1428334223366578,0.49971246693942767,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,2,347,N2O (+M) <=> N2 + O (+M),-0.09623397112865466,0.33668110957063924,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,3,352,H + N2O <=> N2 + OH,-0.043576190571771665,0.15245427389618746,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,4,358,N2O + OH <=> HO2 + N2,-0.0015531943079527012,0.005433956188726877,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,5,355,H + N2O <=> NNH + O,-0.0010942364711380378,0.003828260903240621,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,6,349,N2O + O <=> 2 NO,-0.00024917954218401625,0.0008717716182849923,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,7,356,H + N2O (+M) <=> HNNO (+M),9.865877789748206e-05,0.0003451644613833976,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,8,348,N2O + O <=> N2 + O2,-5.4387818050759504e-05,0.0001902794898069353,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,9,361,N2O + NO <=> N2 + NO2,-4.3455077657694535e-05,0.00015203055210837607,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,10,357,H2 + N2O <=> H2O + N2,-2.5073946381478492e-05,8.772291104712839e-05,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,11,353,H + N2O <=> N2 + OH*,-2.2376340316436256e-05,7.828515229612877e-05,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,N2O,12,135,NH2 + NO <=> H2 + N2O,1.8202380468015162e-05,6.36822691708862e-05,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,1,157,NH3 + OH <=> H2O + NH2,-0.5509293534858135,0.8356426338344416,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,2,152,H + NH3 <=> H2 + NH2,-0.08708810041353393,0.1320941226760715,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,3,153,NH3 + O <=> NH2 + OH,-0.010099630924936247,0.015318991688263395,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,4,151,H + NH2 (+M) <=> NH3 (+M),0.009513092252527472,0.014429337292547762,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,5,306,HNO + NH2 <=> NH3 + NO,0.0006444157938476605,0.0009774416771373537,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,6,114,H2 + NH2* <=> H + NH3,-0.00044596012520950294,0.0006764266439196046,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,7,148,2 NH2 <=> NH + NH3,0.0003278689288789908,0.0004973074198123519,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,8,115,H2O + NH2* <=> NH3 + OH,-0.00012086274545083589,0.00018332307455024517,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,9,146,NH + NH2 <=> N + NH3,6.291573294258835e-05,9.542978324374702e-05,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,10,123,HO2 + NH2 <=> NH3 + O2,-2.363604166446718e-05,3.58508472727884e-05,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,11,307,HNO + NH2 <=> NH3 + NO,1.1828106520594614e-05,1.7940721480178912e-05,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH3,12,154,NH3 + O(1D) <=> NH2 + OH,-1.0125593432866343e-05,1.535837128996801e-05,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,1,157,NH3 + OH <=> H2O + NH2,0.5509293534858135,0.4246119617773161,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,2,121,NH2 + OH <=> H2O + NH,-0.3309088025157384,0.25503784635285043,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,3,116,H + NH2 <=> H2 + NH,-0.20213186186678495,0.15578695500959014,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,4,152,H + NH3 <=> H2 + NH2,0.08708810041353393,0.0671204918200147,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,5,118,NH2 + O <=> H + HNO,-0.026740154920173672,0.020609157176041927,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,6,134,NH2 + NO <=> NNH + OH,-0.02540167458850401,0.019577564366846576,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,7,119,NH2 + O <=> NH + OH,-0.022811945641997622,0.017581609928241964,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,8,133,NH2 + NO <=> H2O + N2,-0.011477472238904619,0.00884591095531719,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,9,153,NH3 + O <=> NH2 + OH,0.010099630924936247,0.007783981871959662,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,10,151,H + NH2 (+M) <=> NH3 (+M),-0.009513092252527472,0.007331925115909241,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,11,120,NH2 + O <=> H2 + NO,-0.00942812617160916,0.007266440105762321,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,NH2,12,316,H + H2NO <=> NH2 + OH,-0.0036597196323179247,0.0028206170587958814,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,HNO,1,85,NH + OH <=> H + HNO,0.1454443957274747,0.4064469060852881,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,HNO,2,296,H + HNO <=> H2 + NO,-0.09327498138528678,0.26065856583603747,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,HNO,3,295,H + NO (+M) <=> HNO (+M),-0.07594320418919728,0.2122246115191616,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,HNO,4,118,NH2 + O <=> H + HNO,0.026740154920173672,0.07472583031601,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,HNO,5,281,HO2 + NO <=> HNO + O2,-0.0025560458823472806,0.0071429148953852965,consumption
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,HNO,6,89,NH + O2 <=> HNO + O,0.0018176436571471872,0.005079436970519631,production
Konnov_2026,psr_steady,2328.146835835315,4.999999999999999,HNO,7,297,HNO + O <=> NO + OH,-0.0018008188673922184,0.005032419801468608,consumption
