design_id,design_role,inside_experimental_convex_hull,mechanism_id,temperature_K,pressure_bar,equivalence_ratio,cracking_ratio,status,laminar_burning_velocity_m_per_s,max_temperature_K,grid_points,transport_model,soret_enabled,failure_reason,runtime_s
map_0132,interpolation_holdout,True,MEI_2019,450,1,0.9,0.0,completed,0.12237947436010391,2063.352617967869,179,multicomponent,True,,10.198585699999967
