design_id,design_role,pressure_bar,equivalence_ratio,cracking_ratio,flame_temperature_K,temperature_K,ignition_temperature_K,residence_time_ms,psr_fraction,heat_loss_W_per_K,inside_lbv_convex_hull,inside_all_idt_convex_hull,inside_exact_criterion_convex_hull,surrogate_m_per_s,surrogate_90_low_m_per_s,surrogate_90_high_m_per_s,surrogate_log_standard_deviation,mechanism_id,prediction_basis
screen_0001,surrogate_screening,5,0.6,0.0,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.005059812376600707,0.004684672475710642,0.005464992786399232,0.04682881384520542,MEI_2021,GPR trained on direct Cantera cases
screen_0002,surrogate_screening,5,0.6,0.05,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.006292259717071226,0.005882628397173526,0.006730415330348013,0.04092194123815468,MEI_2021,GPR trained on direct Cantera cases
screen_0003,surrogate_screening,5,0.6,0.1,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.007887916543126268,0.0074699620361752825,0.008329256171585862,0.03309551370946155,MEI_2021,GPR trained on direct Cantera cases
screen_0004,surrogate_screening,5,0.6,0.2,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.013055691613825263,0.013051581970935089,0.013059802550747434,0.0001913844559558275,MEI_2021,GPR trained on direct Cantera cases
screen_0005,surrogate_screening,5,0.6,0.3,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.023722155958885993,0.02241828182525404,0.025101864974495357,0.03436637271969168,MEI_2021,GPR trained on direct Cantera cases
screen_0006,surrogate_screening,5,0.6,0.4,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.042252019433136195,0.038991388098602836,0.045785319098246936,0.04882148701136855,MEI_2021,GPR trained on direct Cantera cases
screen_0007,surrogate_screening,5,0.6,0.5,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.06758872338497829,0.06205911232449749,0.07361103563525875,0.051886808443183385,MEI_2021,GPR trained on direct Cantera cases
screen_0008,surrogate_screening,5,0.6,0.7,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.12248266012486364,0.11037179215858814,0.13592242852872388,0.06329171706905007,MEI_2021,GPR trained on direct Cantera cases
screen_0009,surrogate_screening,5,0.7,0.0,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.012425227264746673,0.01242131608638031,0.01242913967465051,0.00019138405002461597,MEI_2021,GPR trained on direct Cantera cases
screen_0010,surrogate_screening,5,0.7,0.05,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.01528727596751111,0.014805915096000379,0.0157842865497705,0.0194492867564418,MEI_2021,GPR trained on direct Cantera cases
screen_0011,surrogate_screening,5,0.7,0.1,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.018843723905099547,0.017955286896182445,0.019776121242992578,0.029358846777352822,MEI_2021,GPR trained on direct Cantera cases
screen_0012,surrogate_screening,5,0.7,0.2,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.029801386065688346,0.02849861359197315,0.03116371287922406,0.027172926751028406,MEI_2021,GPR trained on direct Cantera cases
screen_0013,surrogate_screening,5,0.7,0.3,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.04973087483038138,0.049715220706505824,0.049746533883362976,0.00019138377940332996,MEI_2021,GPR trained on direct Cantera cases
screen_0014,surrogate_screening,5,0.7,0.4,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.08085846210503196,0.07675099091070763,0.08518575221520368,0.03169236931837239,MEI_2021,GPR trained on direct Cantera cases
screen_0015,surrogate_screening,5,0.7,0.5,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.12145185213914196,0.1117486813580758,0.1319975520853161,0.050617308240084265,MEI_2021,GPR trained on direct Cantera cases
screen_0016,surrogate_screening,5,0.7,0.7,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.21177002569262532,0.18867658171711482,0.2376900374901543,0.07019243767392778,MEI_2021,GPR trained on direct Cantera cases
screen_0017,surrogate_screening,5,0.8,0.0,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.022653757787178954,0.021974260400303817,0.023354266880039144,0.01851304455674502,MEI_2021,GPR trained on direct Cantera cases
screen_0018,surrogate_screening,5,0.8,0.05,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.027428564565933136,0.027419930703330417,0.027437201147127097,0.0001913835087816613,MEI_2021,GPR trained on direct Cantera cases
screen_0019,surrogate_screening,5,0.8,0.1,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.03323639142914381,0.032523302658058466,0.03396511500831719,0.013184538433715866,MEI_2021,GPR trained on direct Cantera cases
screen_0020,surrogate_screening,5,0.8,0.2,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.049960185853623676,0.04994445955908311,0.04997591709999157,0.00019138364409254345,MEI_2021,GPR trained on direct Cantera cases
screen_0021,surrogate_screening,5,0.8,0.3,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.07791220460804689,0.07540631630274056,0.08050136811504136,0.01987329404233412,MEI_2021,GPR trained on direct Cantera cases
screen_0022,surrogate_screening,5,0.8,0.4,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.12079645102402187,0.1207584270542455,0.12083448696664613,0.00019138405002461597,MEI_2021,GPR trained on direct Cantera cases
screen_0023,surrogate_screening,5,0.8,0.5,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.17853229432689136,0.16904519004501298,0.18855183107627302,0.03319357420022524,MEI_2021,GPR trained on direct Cantera cases
screen_0024,surrogate_screening,5,0.8,0.7,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.32521415254645764,0.2977983871225336,0.35515385438602914,0.05353628691938794,MEI_2021,GPR trained on direct Cantera cases
screen_0025,surrogate_screening,5,0.9,0.0,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.032016941930507366,0.03200686373755472,0.03202702329684101,0.00019138384705868735,MEI_2021,GPR trained on direct Cantera cases
screen_0026,surrogate_screening,5,0.9,0.05,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.03791602203629755,0.0367569265242794,0.03911166854789651,0.018873606703627623,MEI_2021,GPR trained on direct Cantera cases
screen_0027,surrogate_screening,5,0.9,0.1,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.04507586141179844,0.04302146902958104,0.04722835662860781,0.02835720892859267,MEI_2021,GPR trained on direct Cantera cases
screen_0028,surrogate_screening,5,0.9,0.2,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.06573955785888573,0.062979506157121,0.06862056772404745,0.026073840871658694,MEI_2021,GPR trained on direct Cantera cases
screen_0029,surrogate_screening,5,0.9,0.3,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.09984562918013289,0.09981420010713735,0.09987706814938195,0.00019138371174794869,MEI_2021,GPR trained on direct Cantera cases
screen_0030,surrogate_screening,5,0.9,0.4,300.0,600.0,1200.0,10.0,0.5,0.0,True,True,False,0.1530815768556188,0.14796609490976265,0.15837391117805713,0.020661277989333288,MEI_2021,GPR trained on direct Cantera cases
screen_0031,surrogate_screening,5,0.9,0.5,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.22899770243289377,0.22892561917512955,0.2290698083879693,0.00019138405002461597,MEI_2021,GPR trained on direct Cantera cases
screen_0032,surrogate_screening,5,0.9,0.7,300.0,600.0,1200.0,10.0,0.5,0.0,False,False,False,0.4473965367153765,0.4472557061833308,0.4475374115917167,0.0001913844559558275,MEI_2021,GPR trained on direct Cantera cases
screen_0033,surrogate_screening,5,1.0,0.0,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.04009207612585455,0.03884184046700995,0.04138255419298499,0.019258774330818115,MEI_2021,GPR trained on direct Cantera cases
screen_0034,surrogate_screening,5,1.0,0.05,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.047038555610869066,0.04702374902409419,0.04705336685986286,0.00019138303519282028,MEI_2021,GPR trained on direct Cantera cases
screen_0035,surrogate_screening,5,1.0,0.1,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.055775014746261835,0.05457204454488577,0.05700450287119138,0.013254867931703673,MEI_2021,GPR trained on direct Cantera cases
screen_0036,surrogate_screening,5,1.0,0.2,300.0,600.0,1200.0,10.0,0.5,0.0,True,False,False,0.0804713936843542,0.0804460631862736,0.0804967321583892,0.00019138357643711432,MEI_2021,GPR trained on direct Cantera cases
screen_0037,surrogate_screening,5,1.0,0.3,300.0,600.0,1200.0,10.0,0.5,0.0,True,True,False,0.12032123406401615,0.11569128620144642,0.12513647174325185,0.023853981174194457,MEI_2021,GPR trained on direct Cantera cases
screen_0038,surrogate_screening,5,1.0,0.4,300.0,600.0,1200.0,10.0,0.5,0.0,True,True,False,0.18391562989883878,0.1744984796369281,0.1938409950130503,0.031952030619975154,MEI_2021,GPR trained on direct Cantera cases
screen_0039,surrogate_screening,5,1.0,0.5,300.0,600.0,1200.0,10.0,0.5,0.0,True,True,False,0.27618875967672474,0.2586006751393676,0.29497305422987746,0.03999967583349225,MEI_2021,GPR trained on direct Cantera cases
