mechanism_id,reaction_index,reaction_equation,normalized_flame_speed_sensitivity,absolute_sensitivity,absolute_rank,reaction_family,temperature_K,pressure_bar,equivalence_ratio,cracking_ratio,flame_speed_m_per_s
POLIMI_2023,65,HNOH + O <=> HNO + OH,-6.099679750692817e-05,6.099679750692817e-05,143,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,104,N2H3 + OH <=> H2O + N2H2,-5.6718928130600615e-05,5.6718928130600615e-05,144,H/O radical chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,157,HONO + O <=> NO2 + OH,-4.901950415255449e-05,4.901950415255449e-05,145,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,55,NH2 + NH2OH <=> H2NO + NH3,-4.760872682626319e-05,4.760872682626319e-05,146,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,127,H2NN + NH2 <=> NH3 + NNH,4.535775622190546e-05,4.535775622190546e-05,147,NHx conversion,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,93,N2H4 + O <=> N2H3 + OH,-4.427515587966046e-05,4.427515587966046e-05,148,H/O radical chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,122,H + H2NN <=> H + N2H2,-4.4168859681593655e-05,4.4168859681593655e-05,149,H/O radical chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,106,N2H3 + NH2 <=> N2H2 + NH3,-3.998694367882573e-05,3.998694367882573e-05,150,NHx conversion,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,136,NH2 + NNH <=> N2 + NH3,-3.985061328400597e-05,3.985061328400597e-05,151,NHx conversion,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,155,H + HNO2 <=> H2 + NO2,-3.56140095111625e-05,3.56140095111625e-05,152,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,159,HONO + NH <=> NH2 + NO2,3.297803999207767e-05,3.297803999207767e-05,153,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,91,N2H4 <=> H2 + H2NN,2.6197250935869696e-05,2.6197250935869696e-05,154,H/O radical chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,107,N2H3 + NH2 <=> H2NN + NH3,2.1218740455618036e-05,2.1218740455618036e-05,155,NHx conversion,300.0,5.0,1.0,0.4,0.2044300141152792
