mechanism_id,reaction_index,reaction_equation,normalized_flame_speed_sensitivity,absolute_sensitivity,absolute_rank,reaction_family,temperature_K,pressure_bar,equivalence_ratio,cracking_ratio,flame_speed_m_per_s
POLIMI_2023,51,NH2OH + O <=> H2NO + OH,-1.9794346641322214e-05,1.9794346641322214e-05,156,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,163,H2NO + M <=> H + HNO + M,-1.9019445317360253e-05,1.9019445317360253e-05,157,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,54,NH2 + NH2OH <=> HNOH + NH3,-1.5207343734260665e-05,1.5207343734260665e-05,158,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,126,H2NN + OH <=> H2O + NNH,-1.5086281990727023e-05,1.5086281990727023e-05,159,NHx conversion,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,50,NH2OH + O <=> HNOH + OH,-1.4900631242752312e-05,1.4900631242752312e-05,160,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,188,H + N2O <=> N2 + OH,1.47564110929391e-05,1.47564110929391e-05,161,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,200,NO + OH <=> HNO2,1.3236020848284736e-05,1.3236020848284736e-05,162,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,192,N2O + OH <=> HO2 + N2,-9.869046796672907e-06,9.869046796672907e-06,163,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,151,HNO + NO2 <=> HNO2 + NO,9.791943355771667e-06,9.791943355771667e-06,164,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,59,HO2 + NH2OH <=> H2NO + H2O2,8.624875630231393e-06,8.624875630231393e-06,165,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,58,HO2 + NH2OH <=> H2O2 + HNOH,7.3217430416643435e-06,7.3217430416643435e-06,166,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,182,NO2 + O (+M) <=> NO3 (+M),-6.902297001150839e-06,6.902297001150839e-06,167,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,103,N2H3 + O <=> N2H2 + OH,6.766293028533448e-06,6.766293028533448e-06,168,H/O radical chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,195,HNO2 + OH <=> H2O + NO2,-5.938361690265383e-06,5.938361690265383e-06,169,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,109,HO2 + N2H3 <=> N2H4 + O2,-5.876240796191244e-06,5.876240796191244e-06,170,H/O radical chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,149,HNO + NO <=> N2O + OH,4.414916102378001e-06,4.414916102378001e-06,171,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,60,HNOH + M <=> H + HNO + M,-4.386355319661066e-06,4.386355319661066e-06,172,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,199,H + HNO2 <=> HNO + OH,4.343964305620374e-06,4.343964305620374e-06,173,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,168,H2NO + NO <=> 2 HNO,2.1182187835759934e-06,2.1182187835759934e-06,174,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,198,H + HNO2 <=> H2O + NO,-1.7176170634197167e-06,1.7176170634197167e-06,175,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,186,2 NO2 <=> NO + NO3,-1.5588199738038912e-06,1.5588199738038912e-06,176,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,98,N2H4 + NO2 <=> HONO + N2H3,1.3927143922597712e-06,1.3927143922597712e-06,177,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,194,HNO2 + O <=> NO2 + OH,-1.2796335464880595e-06,1.2796335464880595e-06,178,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,57,NH + NH2OH <=> H2NO + NH2,-1.2722471140210872e-06,1.2722471140210872e-06,179,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,153,HNO + HO2 <=> HNO2 + OH,1.1267779418125342e-06,1.1267779418125342e-06,180,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,97,N2H4 + NO <=> HNO + N2H3,1.1078662393312547e-06,1.1078662393312547e-06,181,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,197,HNO2 + NH2 <=> NH3 + NO2,-9.246211571202555e-07,9.246211571202555e-07,182,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,56,NH + NH2OH <=> HNOH + NH2,-7.337199086209259e-07,7.337199086209259e-07,183,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,183,HO2 + NO2 <=> HONO + O2,6.409741056360502e-07,6.409741056360502e-07,184,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,173,H + NO3 <=> NO2 + OH,-6.040608912871613e-07,6.040608912871613e-07,185,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,137,HO2 + NNH <=> H2O2 + N2,5.17868347886015e-07,5.17868347886015e-07,186,NHx conversion,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,72,HNOH + NO2 <=> HNO + HONO,4.7361113879823195e-07,4.7361113879823195e-07,187,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,61,HNOH + O2 <=> HNO + HO2,3.6812823553430796e-07,3.6812823553430796e-07,188,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,99,N2H4 + NO2 <=> HNO2 + N2H3,3.3739483161477004e-07,3.3739483161477004e-07,189,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,201,NO2 + OH (+M) <=> HONO2 (+M),-3.295392952161047e-07,3.295392952161047e-07,190,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,174,NO3 + O <=> NO2 + O2,-8.416308401689517e-08,8.416308401689517e-08,191,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,193,N2O + NO <=> N2 + NO2,-5.989243636903669e-08,5.989243636903669e-08,192,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,196,HNO2 <=> HONO,5.282339475691871e-08,5.282339475691871e-08,193,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,184,HO2 + NO2 <=> HNO2 + O2,3.0725707688836795e-08,3.0725707688836795e-08,194,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,152,2 HNO <=> H2O + N2O,2.1006149563058942e-08,2.1006149563058942e-08,195,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,176,HO2 + NO3 => NO2 + O2 + OH,1.649356438161574e-08,1.649356438161574e-08,196,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,175,NO3 + OH <=> HO2 + NO2,-1.4737529979887903e-08,1.4737529979887903e-08,197,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,178,NO3 <=> NO + O2,7.248404085648248e-09,7.248404085648248e-09,198,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,185,2 NO2 => 2 NO + O2,2.559299344872589e-09,2.559299344872589e-09,199,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,202,HONO2 + OH <=> H2O + NO3,1.0915151155450943e-09,1.0915151155450943e-09,200,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,161,2 HONO => H2O + NO + NO2,-9.104254596663007e-10,9.104254596663007e-10,201,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,177,NO3 + NO2 => NO + O2 + NO2,5.593726885987841e-11,5.593726885987841e-11,202,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
POLIMI_2023,179,2 NO3 => 2 NO2 + O2,-1.582039724824185e-13,1.582039724824185e-13,203,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.2044300141152792
