mechanism_id,reaction_index,reaction_equation,normalized_flame_speed_sensitivity,absolute_sensitivity,absolute_rank,reaction_family,temperature_K,pressure_bar,equivalence_ratio,cracking_ratio,flame_speed_m_per_s
Konnov_2026,149,2 NH2 <=> H2 + H2NN,0.00014651641280945743,0.00014651641280945743,139,NHx conversion,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,221,NH + cHNNH <=> NH2 + NNH,-0.00013928844421507786,0.00013928844421507786,140,NHx conversion,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,129,NH2 + O2 <=> HNO + OH,0.00013593934956782753,0.00013593934956782753,141,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,98,2 NH <=> N + NH2,-0.00013462230480987,0.00013462230480987,142,NHx conversion,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,186,NH2 + NNH <=> N2 + NH3,-0.00012996983605399103,0.00012996983605399103,143,NHx conversion,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,300,HNO + OH <=> H2O + NO,-0.00012781420764141824,0.00012781420764141824,144,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,203,tHNNH (+M) <=> cHNNH (+M),-0.0001251710170129165,0.0001251710170129165,145,NHx conversion,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,26,H2O2 + OH <=> H2O + HO2,-0.00012367029225759257,0.00012367029225759257,146,H/O radical chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,24,H2O2 + O <=> HO2 + OH,-0.00011867876251729699,0.00011867876251729699,147,H/O radical chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,21,2 HO2 <=> H2O2 + O2,0.00011497876784781683,0.00011497876784781683,148,H/O radical chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,222,NH2 + cHNNH <=> NH3 + NNH,-0.00011246201940128541,0.00011246201940128541,149,NHx conversion,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,336,H + NH2OH <=> H2 + H2NO,-0.00010797877089354289,0.00010797877089354289,150,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,380,NO2 + O <=> NO + O2,-0.00010749512119046522,0.00010749512119046522,151,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,319,H2NO + O2 <=> HNO + HO2,0.00010497978099418279,0.00010497978099418279,152,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,217,O + cHNNH <=> NNH + OH,-0.0001009063259252541,0.0001009063259252541,153,NHx conversion,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,335,H + NH2OH <=> H2 + HNOH,-9.875612279821642e-05,9.875612279821642e-05,154,NOx/N2O chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
Konnov_2026,50,HO2 + OH <=> H2O + O2*,-9.858821518073911e-05,9.858821518073911e-05,155,H/O radical chemistry,300.0,5.0,1.0,0.4,0.14585381686840238
