observable,training_loss_weighting,stacking_minus_equal_weight_mean,stacking_minus_equal_weight_95_low,stacking_minus_equal_weight_95_high,stacking_minus_best_single_mean,stacking_minus_best_single_95_low,stacking_minus_best_single_95_high,stacking_beats_both_point_estimate,stacking_beats_both
LBV,campaign_equal,-0.028045027531084468,-0.04636398093881293,-0.011328029831382603,0.0036300179666334956,-0.00030197423811395086,0.008338622086367277,False,False
