design_id,dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition
lbv_0002,x20199021:gdg1:p2:laminar burning velocity,campaign_0ddb81cb8c2a,10.1016/j.fuel.2020.118425,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.657,m/s,0.02133,evaluated standard deviation:absolute:m/s,333.0,100000.0,0.7,0.0,"{""NH3"": 0.358974}","{""N2"": 0.25641, ""O2"": 0.384615}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat. mmc1, Initial temperature worksheet, phi = 0.7, omega = 0.6; figure: Fig. 4., omega = 0.6",False,pending_manual_review,,x20199021.xml,10.24388/x20199021,laminar burning velocity measurement,,,65.7,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.25641, ""NH3"": 0.358974, ""O2"": 0.384615}"
