design_id,dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition
lbv_0032,x20100004:gdg1:p5:laminar burning velocity,campaign_6f2c5118f885,10.1016/j.ijhydene.2010.07.104,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.331,m/s,0.01976,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.6,0.6087429790569078,"{""H2"": 0.125829, ""NH3"": 0.053916}","{""N2"": 0.648001, ""O2"": 0.172253}",Sl,"location: Main article; figure: Fig. 2 - bottom graph, phi = 0.60",False,pending_manual_review,,x20100004.xml,10.24388/x20100004,laminar burning velocity measurement,,,33.1,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.125829, ""N2"": 0.648001, ""NH3"": 0.053916, ""O2"": 0.172253}"
lbv_0035,x20100006:gdg1:p5:laminar burning velocity,campaign_6f2c5118f885,10.1016/j.ijhydene.2010.07.104,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.55,m/s,0.04118,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.67,0.6001856882500601,"{""H2"": 0.26181, ""NH3"": 0.11627}","{""N2"": 0.491317, ""O2"": 0.130603}",Sl,"location: Main article; figure: Fig. 2 - top graph, phi = 1.67",False,pending_manual_review,,x20100006.xml,10.24388/x20100006,laminar burning velocity measurement,,,55.0,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.26181, ""N2"": 0.491317, ""NH3"": 0.11627, ""O2"": 0.130603}"
lbv_0038,x20199003:gdg1:p2:laminar burning velocity,campaign_9268c5c9de04,10.1016/j.fuel.2015.06.070,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.047,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,300000.0,1.0,0.0,"{""NH3"": 0.21875}","{""N2"": 0.617188, ""O2"": 0.164063}",Sl,"location: Main article; figure: Main article, Fig. 8, green triangle (0.3 MPa)",False,pending_manual_review,,x20199003.xml,10.24388/x20199003,laminar burning velocity measurement,,,4.7,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.617188, ""NH3"": 0.21875, ""O2"": 0.164063}"
lbv_0041,x20199050:gdg1:p2:laminar burning velocity,campaign_a1e35abfc26f,10.1299/transjsme.14-00423,,flame cone method; slot burner,laminar burning velocity,0.217,m/s,0.01392,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.95,0.0,"{""NH3"": 0.261811}","{""N2"": 0.531496, ""O2"": 0.206693}",Sl,"location: Main article; figure: Fig. 4., omega = 0.28 (full squares)",False,pending_manual_review,,x20199050.xml,10.24388/x20199050,laminar burning velocity measurement,,,21.7,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.531496, ""NH3"": 0.261811, ""O2"": 0.206693}"
lbv_0044,x20199050:gdg1:p8:laminar burning velocity,campaign_a1e35abfc26f,10.1299/transjsme.14-00423,,flame cone method; slot burner,laminar burning velocity,0.114,m/s,0.00731,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.4,0.0,"{""NH3"": 0.343257}","{""N2"": 0.472855, ""O2"": 0.183888}",Sl,"location: Main article; figure: Fig. 4., omega = 0.28 (full squares)",False,pending_manual_review,,x20199050.xml,10.24388/x20199050,laminar burning velocity measurement,,,11.4,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.472855, ""NH3"": 0.343257, ""O2"": 0.183888}"
lbv_0047,x20100023:gdg1:p1:laminar burning velocity,campaign_aacd4964efeb,10.1016/j.combustflame.2020.08.004,,heat flux burner; premixed,laminar burning velocity,0.239,m/s,0.00666,evaluated standard deviation:absolute:m/s,298.0,100000.0,0.6,0.5000012004023748,"{""H2"": 0.104132, ""NH3"": 0.069421}","{""N2"": 0.652893, ""O2"": 0.173554}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat.: Table S4, P = 0.1 MPa; figure: Fig. 3. c), xNH3 = 0.4, P = 1 atm",False,pending_manual_review,,x20100023.xml,10.24388/x20100023,laminar burning velocity measurement,,,23.9,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.104132, ""N2"": 0.652893, ""NH3"": 0.069421, ""O2"": 0.173554}"
lbv_0050,x20100026:gdg1:p7:laminar burning velocity,campaign_aacd4964efeb,10.1016/j.combustflame.2020.08.004,,heat flux burner; premixed,laminar burning velocity,0.195,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,300000.0,1.1,0.3076929847079101,"{""H2"": 0.104881, ""NH3"": 0.157321}","{""N2"": 0.58286, ""O2"": 0.154938}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat.: Table S7, P = 0.3 MPa; figure: Fig. 3. c), xNH3 = 0.6, P = 3 atm",False,pending_manual_review,,x20100026.xml,10.24388/x20100026,laminar burning velocity measurement,,,19.5,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.104881, ""N2"": 0.58286, ""NH3"": 0.157321, ""O2"": 0.154938}"
lbv_0053,x20100012:gdg1:p9:laminar burning velocity,campaign_b5091ed74b6b,10.1016/j.ijhydene.2015.04.024,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,2.108,m/s,0.19393,evaluated standard deviation:absolute:m/s,298.0,100000.0,1.0,1.0,"{""H2"": 0.295775, ""NH3"": 0.0}","{""N2"": 0.556338, ""O2"": 0.147887}",Sl,location: Main article; table: Table 1 (Pi = 0.1 MPa) - inlet mixture composition; figure: Fig. 5.,False,pending_manual_review,,x20100012.xml,10.24388/x20100012,laminar burning velocity measurement,,,210.8,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.295775, ""N2"": 0.556338, ""NH3"": 0.0, ""O2"": 0.147887}"
lbv_0056,x20100066:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,10.1016/j.proci.2020.06.197,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.3148,m/s,0.005,evaluated standard deviation:absolute:m/s,470.0,294000.0,1.1,0.2222212503553388,"{""H2"": 0.076218, ""NH3"": 0.177843}","{""N2"": 0.590038, ""O2"": 0.155901}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., NH3-H2-air, P = 3 bar, xH2 = 30%; figure: Fig. 3. b), xH2 = 30%",False,pending_manual_review,,x20100066.xml,10.24388/x20100066,laminar burning velocity measurement,,,31.48,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.076218, ""N2"": 0.590038, ""NH3"": 0.177843, ""O2"": 0.155901}"
lbv_0059,x20199040:gdg1:p6:laminar burning velocity,campaign_b61f71c9265e,10.1016/j.proci.2020.06.197,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.1305,m/s,0.01176,evaluated standard deviation:absolute:m/s,323.0,100000.0,1.3,0.0,"{""NH3"": 0.302326}","{""N2"": 0.523256, ""O2"": 0.174419}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., NH3-O2-N2, P = 1 bar, T = 323 K, xO2 = 25%; figure: Fig. 6. b), xO2 = 25%",False,pending_manual_review,,x20199040.xml,10.24388/x20199040,laminar burning velocity measurement,,,13.05,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.523256, ""NH3"": 0.302326, ""O2"": 0.174419}"
lbv_0062,x20100058:gdg1:p1:laminar burning velocity,campaign_b661f10f22f4,10.1016/j.fuel.2019.116653,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.489,m/s,0.02945,evaluated standard deviation:absolute:m/s,298.0,100000.0,0.8,0.4999999999999999,"{""H2"": 0.130761, ""NH3"": 0.087174}","{""N2"": 0.618613, ""O2"": 0.163452}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., T = 298 K, xH2 = 0.6; figure: Fig. 4. f), T = 298 K, xH2 = 0.6",False,pending_manual_review,,x20100058.xml,10.24388/x20100058,laminar burning velocity measurement,,,48.9,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.130761, ""N2"": 0.618613, ""NH3"": 0.087174, ""O2"": 0.163452}"
lbv_0065,x20199031:gdg1:p7:laminar burning velocity,campaign_b661f10f22f4,10.1016/j.fuel.2019.116653,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.125,m/s,0.0106299999999999,evaluated standard deviation:absolute:m/s,473.0,100000.0,1.4,0.0,"{""NH3"": 0.280645}","{""N2"": 0.56901, ""O2"": 0.150345}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., T = 473 K, xH2 = 0; figure: Fig. 4. a), T = 473 K, xH2 = 0",False,pending_manual_review,,x20199031.xml,10.24388/x20199031,laminar burning velocity measurement,,,12.5,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.56901, ""NH3"": 0.280645, ""O2"": 0.150345}"
lbv_0068,x20100022:gdg1:p1:laminar burning velocity,campaign_bc661b9f179a,10.1016/j.combustflame.2019.05.003,,heat flux burner; premixed,laminar burning velocity,0.13,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.7,0.3076932701350644,"{""H2"": 0.073777, ""NH3"": 0.110665}","{""N2"": 0.644291, ""O2"": 0.171267}",Sl,"location: Main Article (figure) and Supp. Mat. (data source); figure: Fig. 6., xH2 = 0.40",False,pending_manual_review,,x20100022.xml,10.24388/x20100022,laminar burning velocity measurement,,,13.0,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.073777, ""N2"": 0.644291, ""NH3"": 0.110665, ""O2"": 0.171267}"
lbv_0071,x20100079:gdg1:p11:laminar burning velocity,campaign_c05311ec8444,10.1016/j.ijhydene.2021.07.063,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.066,m/s,0.01058,evaluated standard deviation:absolute:m/s,360.0,100000.0,1.5,0.1428571428571428,"{""H2"": 0.062069, ""NH3"": 0.248276}","{""N2"": 0.544828, ""O2"": 0.144828}",Sl,"location: Main article; table: Table 2, P0 = 0.1 MPa, xH2 = 20%; figure: Fig. 9., black squares",False,pending_manual_review,,x20100079.xml,10.24388/x20100079,laminar burning velocity measurement,,,6.6,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.062069, ""N2"": 0.544828, ""NH3"": 0.248276, ""O2"": 0.144828}"
lbv_0074,x20100081:gdg1:p3:laminar burning velocity,campaign_c05311ec8444,10.1016/j.ijhydene.2021.07.063,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.088,m/s,0.01299,evaluated standard deviation:absolute:m/s,360.0,500000.0,1.0,0.1428578061233175,"{""H2"": 0.046154, ""NH3"": 0.184615}","{""N2"": 0.607692, ""O2"": 0.161538}",Sl,"location: Main article; table: Table 2, xH2 = 20%, phi = 1, P0 = 0.1, 0.3, 0.5 MPa; figure: Fig. 10., xH2 = 20% (blue triangles)",False,pending_manual_review,,x20100081.xml,10.24388/x20100081,laminar burning velocity measurement,,,8.8,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.046154, ""N2"": 0.607692, ""NH3"": 0.184615, ""O2"": 0.161538}"
lbv_0077,x20199006:gdg1:p4:laminar burning velocity,campaign_ccb03cfde00c,10.1016/j.jhazmat.2018.09.073,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.687,m/s,0.0557099999999999,evaluated standard deviation:absolute:m/s,298.0,50662.5,1.3,0.0,"{""NH3"": 0.634146}","{""O2"": 0.365854}",Sl,"location: Main article; table: Table 1, P = 0.5 atm - inlet mixture composition; figure: Fig. 7., P = 0.5 atm (triangles)",False,pending_manual_review,,x20199006.xml,10.24388/x20199006,laminar burning velocity measurement,,,68.7,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""NH3"": 0.634146, ""O2"": 0.365854}"
lbv_0080,x20199008:gdg1:p5:laminar burning velocity,campaign_ccb03cfde00c,10.1016/j.jhazmat.2018.09.073,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,1.044,m/s,0.13374,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.0,0.0,"{""NH3"": 0.571429}","{""O2"": 0.428571}",Sl,"location: Main article; table: Table 1, P = 1.0 atm - inlet mixture composition; figure: Fig. 7., P = 1.0 atm (circles)",False,pending_manual_review,,x20199008.xml,10.24388/x20199008,laminar burning velocity measurement,,,104.4,cm/s,"Andras Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""NH3"": 0.571429, ""O2"": 0.428571}"
