design_id,dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition
lbv_0002,x20199021:gdg1:p2:laminar burning velocity,campaign_0ddb81cb8c2a,10.1016/j.fuel.2020.118425,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.657,m/s,0.02133,evaluated standard deviation:absolute:m/s,333.0,100000.0,0.7,0.0,"{""NH3"": 0.358974}","{""N2"": 0.25641, ""O2"": 0.384615}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat. mmc1, Initial temperature worksheet, phi = 0.7, omega = 0.6; figure: Fig. 4., omega = 0.6",False,pending_manual_review,,x20199021.xml,10.24388/x20199021,laminar burning velocity measurement,,,65.7,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.25641, ""NH3"": 0.358974, ""O2"": 0.384615}"
lbv_0005,x20199024:gdg1:p4:laminar burning velocity,campaign_0ddb81cb8c2a,10.1016/j.fuel.2020.118425,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.648,m/s,0.0198,evaluated standard deviation:absolute:m/s,393.0,100000.0,1.4,0.0,"{""NH3"": 0.528302}","{""N2"": 0.188679, ""O2"": 0.283019}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat. mmc1, Initial temperature worksheet, phi = 1.4, omega = 0.6; figure: Fig. 5., omega = 0.6",False,pending_manual_review,,x20199024.xml,10.24388/x20199024,laminar burning velocity measurement,,,64.8,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.188679, ""NH3"": 0.528302, ""O2"": 0.283019}"
lbv_0008,x20100009:gdg1:p2:laminar burning velocity,campaign_11f336e77db5,10.1016/j.ijhydene.2009.11.071,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.233,m/s,0.0164799999999999,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.0,0.2222208348031304,"{""H2"": 0.071186, ""NH3"": 0.166102}","{""N2"": 0.602542, ""O2"": 0.160169}",Sl,location: Main article; figure: Fig. 5. - phi = 1.00,False,pending_manual_review,,x20100009.xml,10.24388/x20100009,laminar burning velocity measurement,,,23.3,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.071186, ""N2"": 0.602542, ""NH3"": 0.166102, ""O2"": 0.160169}"
lbv_0011,x20100082:gdg1:p1:laminar burning velocity,campaign_16f8038c5740,10.1016/j.ijhydene.2021.09.188,,flame cone method; modified Bunsen burner,laminar burning velocity,0.469,m/s,0.03542,evaluated standard deviation:absolute:m/s,368.0,101325.0,0.7,0.2222208348031304,"{""H2"": 0.071186, ""NH3"": 0.166102}","{""N2"": 0.533898, ""O2"": 0.228814}",Sl,"location: Main article; figure: Fig. 1., symbols",False,pending_manual_review,,x20100082.xml,10.24388/x20100082,laminar burning velocity measurement,,,46.9,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.071186, ""N2"": 0.533898, ""NH3"": 0.166102, ""O2"": 0.228814}"
lbv_0014,x20100082:gdg1:p7:laminar burning velocity,campaign_16f8038c5740,10.1016/j.ijhydene.2021.09.188,,flame cone method; modified Bunsen burner,laminar burning velocity,0.447,m/s,0.03376,evaluated standard deviation:absolute:m/s,368.0,101325.0,1.3,0.2222219974674633,"{""H2"": 0.109859, ""NH3"": 0.256338}","{""N2"": 0.443662, ""O2"": 0.190141}",Sl,"location: Main article; figure: Fig. 1., symbols",False,pending_manual_review,,x20100082.xml,10.24388/x20100082,laminar burning velocity measurement,,,44.7,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.109859, ""N2"": 0.443662, ""NH3"": 0.256338, ""O2"": 0.190141}"
lbv_0017,x20100075:gdg1:p4:laminar burning velocity,campaign_56edf2653b54,10.1016/j.combustflame.2021.111472,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.0796,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,1013250.0,1.4,0.4,"{""H2"": 0.15186, ""NH3"": 0.15186}","{""N2"": 0.560692, ""O2"": 0.135589}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., SSM#2-Experimental data, gamma = 40%, Pu = 10 atm; figure: Fig. 4., purple diamonds",False,pending_manual_review,,x20100075.xml,10.24388/x20100075,laminar burning velocity measurement,,,7.96,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.15186, ""N2"": 0.560692, ""NH3"": 0.15186, ""O2"": 0.135589}"
lbv_0020,x20100078:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,10.1016/j.combustflame.2021.111472,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.057,m/s,0.00545,evaluated standard deviation:absolute:m/s,298.0,506625.0,1.0,0.0999995328579903,"{""H2"": 0.03211, ""NH3"": 0.192661}","{""N2"": 0.614679, ""O2"": 0.16055}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., SSM#2-Experimental data, phi = 1.0, Pu = 5 atm; figure: Fig. 5., red triangles",False,pending_manual_review,,x20100078.xml,10.24388/x20100078,laminar burning velocity measurement,,,5.7,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.03211, ""N2"": 0.614679, ""NH3"": 0.192661, ""O2"": 0.16055}"
lbv_0023,x20199013:gdg1:p6:laminar burning velocity,campaign_5d95bed2df87,10.1016/j.combustflame.2019.08.033,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.2486,m/s,0.00519,evaluated standard deviation:absolute:m/s,298.0,202650.0,1.1,0.0,"{""NH3"": 0.339207}","{""N2"": 0.429515, ""O2"": 0.231278}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat. mmc2, NH3-35%O2-65%N2, P = 2 atm; figure: Fig. 6. b) squares",False,pending_manual_review,,x20199013.xml,10.24388/x20199013,laminar burning velocity measurement,,,24.86,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.429515, ""NH3"": 0.339207, ""O2"": 0.231278}"
lbv_0026,x20100070:gdg1:p1:laminar burning velocity,campaign_629a30b39091,10.1016/j.combustflame.2021.111753,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.2056,m/s,0.00562,evaluated standard deviation:absolute:m/s,298.0,100000.0,0.8,0.3076940363493357,"{""H2"": 0.082152, ""NH3"": 0.123227}","{""N2"": 0.627751, ""O2"": 0.16687}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., S4, 0.1 MPa; figure: Fig. 4. a), full black squares (present study, non-linear)",False,pending_manual_review,,x20100070.xml,10.24388/x20100070,laminar burning velocity measurement,,,20.56,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.082152, ""N2"": 0.627751, ""NH3"": 0.123227, ""O2"": 0.16687}"
lbv_0029,x20100071:gdg1:p1:laminar burning velocity,campaign_629a30b39091,10.1016/j.combustflame.2021.111753,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.1441,m/s,0.00714,evaluated standard deviation:absolute:m/s,298.0,500000.0,1.0,0.3076908537622621,"{""H2"": 0.097674, ""NH3"": 0.146512}","{""N2"": 0.597093, ""O2"": 0.158721}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., S4, 0.5 MPa; figure: Fig. 4. b), full black squares (present study, non-linear)",False,pending_manual_review,,x20100071.xml,10.24388/x20100071,laminar burning velocity measurement,,,14.41,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.097674, ""N2"": 0.597093, ""NH3"": 0.146512, ""O2"": 0.158721}"
