design_id,dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition
lbv_0003,x20199021:gdg1:p4:laminar burning velocity,campaign_0ddb81cb8c2a,10.1016/j.fuel.2020.118425,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.8890000000000001,m/s,0.02686,evaluated standard deviation:absolute:m/s,393.0,100000.0,0.7,0.0,"{""NH3"": 0.358974}","{""N2"": 0.25641, ""O2"": 0.384615}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat. mmc1, Initial temperature worksheet, phi = 0.7, omega = 0.6; figure: Fig. 4., omega = 0.6",False,pending_manual_review,,x20199021.xml,10.24388/x20199021,laminar burning velocity measurement,,,88.9,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.25641, ""NH3"": 0.358974, ""O2"": 0.384615}"
lbv_0006,x20100007:gdg1:p1:laminar burning velocity,campaign_11f336e77db5,10.1016/j.ijhydene.2009.11.071,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.07,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.6,0.222222745445213,"{""H2"": 0.047191, ""NH3"": 0.110112}","{""N2"": 0.66573, ""O2"": 0.176966}",Sl,location: Main article; figure: Fig. 5. - phi = 0.60,False,pending_manual_review,,x20100007.xml,10.24388/x20100007,laminar burning velocity measurement,,,7.0,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.047191, ""N2"": 0.66573, ""NH3"": 0.110112, ""O2"": 0.176966}"
lbv_0009,x20100010:gdg1:p2:laminar burning velocity,campaign_11f336e77db5,10.1016/j.ijhydene.2009.11.071,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.3879999999999999,m/s,0.02744,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.25,0.4,"{""H2"": 0.147887, ""NH3"": 0.147887}","{""N2"": 0.556338, ""O2"": 0.147887}",Sl,location: Main article; figure: Fig. 5. - phi = 1.25,False,pending_manual_review,,x20100010.xml,10.24388/x20100010,laminar burning velocity measurement,,,38.8,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.147887, ""N2"": 0.556338, ""NH3"": 0.147887, ""O2"": 0.147887}"
lbv_0012,x20100082:gdg1:p3:laminar burning velocity,campaign_16f8038c5740,10.1016/j.ijhydene.2021.09.188,,flame cone method; modified Bunsen burner,laminar burning velocity,0.569,m/s,0.04297,evaluated standard deviation:absolute:m/s,368.0,101325.0,0.9,0.2222216460901082,"{""H2"": 0.085714, ""NH3"": 0.2}","{""N2"": 0.5, ""O2"": 0.214286}",Sl,"location: Main article; figure: Fig. 1., symbols",False,pending_manual_review,,x20100082.xml,10.24388/x20100082,laminar burning velocity measurement,,,56.9,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.085714, ""N2"": 0.5, ""NH3"": 0.2, ""O2"": 0.214286}"
lbv_0015,x20100082:gdg1:p9:laminar burning velocity,campaign_16f8038c5740,10.1016/j.ijhydene.2021.09.188,,flame cone method; modified Bunsen burner,laminar burning velocity,0.341,m/s,0.02575,evaluated standard deviation:absolute:m/s,368.0,101325.0,1.5,0.2222222222222222,"{""H2"": 0.12, ""NH3"": 0.28}","{""N2"": 0.42, ""O2"": 0.18}",Sl,"location: Main article; figure: Fig. 1., symbols",False,pending_manual_review,,x20100082.xml,10.24388/x20100082,laminar burning velocity measurement,,,34.1,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.12, ""N2"": 0.42, ""NH3"": 0.28, ""O2"": 0.18}"
lbv_0018,x20100076:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,10.1016/j.combustflame.2021.111472,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.0943,m/s,0.00609,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.0,0.0999995328579903,"{""H2"": 0.03211, ""NH3"": 0.192661}","{""N2"": 0.614679, ""O2"": 0.16055}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., SSM#2-Experimental data, phi = 1.0, Pu = 1 atm; figure: Fig. 5., black squares",False,pending_manual_review,,x20100076.xml,10.24388/x20100076,laminar burning velocity measurement,,,9.43,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.03211, ""N2"": 0.614679, ""NH3"": 0.192661, ""O2"": 0.16055}"
lbv_0021,x20199012:gdg1:p10:laminar burning velocity,campaign_5d95bed2df87,10.1016/j.combustflame.2019.08.033,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.1728,m/s,0.00592,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.5,0.0,"{""NH3"": 0.411765}","{""N2"": 0.382353, ""O2"": 0.205882}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat. mmc2, NH3-35%O2-65%N2, P = 1 atm; figure: Fig. 6. a) squares",False,pending_manual_review,,x20199012.xml,10.24388/x20199012,laminar burning velocity measurement,,,17.28,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.382353, ""NH3"": 0.411765, ""O2"": 0.205882}"
lbv_0024,x20199014:gdg1:p10:laminar burning velocity,campaign_5d95bed2df87,10.1016/j.combustflame.2019.08.033,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.1331,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,506625.0,1.5,0.0,"{""NH3"": 0.411765}","{""N2"": 0.382353, ""O2"": 0.205882}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat. mmc2, NH3-35%O2-65%N2, P = 5 atm; figure: Fig. 6. c) squares",False,pending_manual_review,,x20199014.xml,10.24388/x20199014,laminar burning velocity measurement,,,13.31,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.382353, ""NH3"": 0.411765, ""O2"": 0.205882}"
lbv_0027,x20100070:gdg1:p5:laminar burning velocity,campaign_629a30b39091,10.1016/j.combustflame.2021.111753,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.271,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,100000.0,1.2,0.3076935784742251,"{""H2"": 0.111752, ""NH3"": 0.167627}","{""N2"": 0.56929, ""O2"": 0.15133}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., S4, 0.1 MPa; figure: Fig. 4. a), full black squares (present study, non-linear)",False,pending_manual_review,,x20100070.xml,10.24388/x20100070,laminar burning velocity measurement,,,27.1,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.111752, ""N2"": 0.56929, ""NH3"": 0.167627, ""O2"": 0.15133}"
lbv_0030,x20100071:gdg1:p6:laminar burning velocity,campaign_629a30b39091,10.1016/j.combustflame.2021.111753,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.0556,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,500000.0,1.8,0.3076923076923077,"{""H2"": 0.147082, ""NH3"": 0.220623}","{""N2"": 0.499514, ""O2"": 0.132782}",Sl,"location: Main article and Supp. Mat.; table: Supp. Mat., S4, 0.5 MPa; figure: Fig. 4. b), full black squares (present study, non-linear)",False,pending_manual_review,,x20100071.xml,10.24388/x20100071,laminar burning velocity measurement,,,5.56,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.147082, ""N2"": 0.499514, ""NH3"": 0.220623, ""O2"": 0.132782}"
