design_id,design_role,inside_experimental_convex_hull,mechanism_id,temperature_K,pressure_bar,equivalence_ratio,cracking_ratio,status,laminar_burning_velocity_m_per_s,max_temperature_K,grid_points,transport_model,soret_enabled,failure_reason,runtime_s
map_0142,interpolation_holdout,False,NUIG_2024,600,1,1.2,0.0,completed,0.32266155159247206,2174.736378725287,186,multicomponent,True,,11.269612699999925
