design_id,dataset_id,campaign_id,doi,mechanism_id,experimental_m_per_s,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,apparatus,status,simulated_m_per_s,relative_error,converged,failure_reason,grid_points,transport_model,soret_enabled,runtime_s
lbv_0004,x20199024:gdg1:p2:laminar burning velocity,campaign_0ddb81cb8c2a,10.1016/j.fuel.2020.118425,Otomo_2018,0.529,333.0,100000.0,1.4,0.0,outwardly propagating spherical flame; constant volume combustion chamber,failed,,,False,RuntimeError: bad allocation,27,multicomponent,True,6.848168900000019
lbv_0008,x20100009:gdg1:p2:laminar burning velocity,campaign_11f336e77db5,10.1016/j.ijhydene.2009.11.071,Otomo_2018,0.233,298.0,101325.0,1.0,0.2222208348031304,outwardly propagating spherical flame; constant volume combustion chamber,failed,,,False,ChildProcessError: return code 1,0,multicomponent,True,11.431598099999974
lbv_0012,x20100082:gdg1:p3:laminar burning velocity,campaign_16f8038c5740,10.1016/j.ijhydene.2021.09.188,Otomo_2018,0.569,368.0,101325.0,0.9,0.2222216460901082,flame cone method; modified Bunsen burner,failed,,,False,ChildProcessError: return code 1,0,multicomponent,True,12.859033099999579
lbv_0016,x20100073:gdg1:p4:laminar burning velocity,campaign_56edf2653b54,10.1016/j.combustflame.2021.111472,Otomo_2018,0.3027,298.0,202650.0,1.1,0.4,outwardly propagating spherical flame; constant volume combustion chamber,failed,,,False,ChildProcessError: return code 1,0,multicomponent,True,30.447662300000957
lbv_0020,x20100078:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,10.1016/j.combustflame.2021.111472,Otomo_2018,0.057,298.0,506625.0,1.0,0.0999995328579903,outwardly propagating spherical flame; constant volume combustion chamber,failed,,,False,ChildProcessError: return code 1,0,multicomponent,True,14.96399139999994
lbv_0024,x20199014:gdg1:p10:laminar burning velocity,campaign_5d95bed2df87,10.1016/j.combustflame.2019.08.033,Otomo_2018,0.1331,298.0,506625.0,1.5,0.0,outwardly propagating spherical flame; constant volume combustion chamber,completed,0.1262263189104223,0.05164298339277,True,,175,multicomponent,True,11.638263900000313
lbv_0028,x20100070:gdg1:p8:laminar burning velocity,campaign_629a30b39091,10.1016/j.combustflame.2021.111753,Otomo_2018,0.1084,298.0,100000.0,1.8,0.3076923076923077,outwardly propagating spherical flame; constant volume combustion chamber,failed,,,False,ChildProcessError: return code 1,0,multicomponent,True,36.744361899998694
lbv_0032,x20100004:gdg1:p5:laminar burning velocity,campaign_6f2c5118f885,10.1016/j.ijhydene.2010.07.104,Otomo_2018,0.331,298.0,101325.0,0.6,0.6087429790569078,outwardly propagating spherical flame; constant volume combustion chamber,failed,,,False,RuntimeError: bad allocation,16,multicomponent,True,3.5415167000010115
lbv_0036,x20199002:gdg1:p1:laminar burning velocity,campaign_9268c5c9de04,10.1016/j.fuel.2015.06.070,Otomo_2018,0.021,298.0,100000.0,0.8,0.0,outwardly propagating spherical flame; constant volume combustion chamber,completed,0.0420512134197423,1.002438734273446,True,,165,multicomponent,True,26.17738460000146
lbv_0040,x20199004:gdg1:p4:laminar burning velocity,campaign_9268c5c9de04,10.1016/j.fuel.2015.06.070,Otomo_2018,0.045,298.0,500000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber,failed,,,False,RuntimeError: bad allocation,22,multicomponent,True,5.099475900000471
lbv_0044,x20199050:gdg1:p8:laminar burning velocity,campaign_a1e35abfc26f,10.1299/transjsme.14-00423,Otomo_2018,0.114,298.0,101325.0,1.4,0.0,flame cone method; slot burner,failed,,,False,RuntimeError: bad allocation,15,multicomponent,True,1.8955232999996952
lbv_0048,x20100024:gdg1:p15:laminar burning velocity,campaign_aacd4964efeb,10.1016/j.combustflame.2020.08.004,Otomo_2018,0.25,298.0,300000.0,1.6,0.5,heat flux burner; premixed,failed,,,False,RuntimeError: bad allocation,30,multicomponent,True,3.685080699999162
