design_id,dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition
lbv_0074,x20100081:gdg1:p3:laminar burning velocity,campaign_c05311ec8444,10.1016/j.ijhydene.2021.07.063,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.088,m/s,0.01299,evaluated standard deviation:absolute:m/s,360.0,500000.0,1.0,0.1428578061233175,"{""H2"": 0.046154, ""NH3"": 0.184615}","{""N2"": 0.607692, ""O2"": 0.161538}",Sl,"location: Main article; table: Table 2, xH2 = 20%, phi = 1, P0 = 0.1, 0.3, 0.5 MPa; figure: Fig. 10., xH2 = 20% (blue triangles)",False,pending_manual_review,,x20100081.xml,10.24388/x20100081,laminar burning velocity measurement,,,8.8,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.046154, ""N2"": 0.607692, ""NH3"": 0.184615, ""O2"": 0.161538}"
