design_id,dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition
lbv_0038,x20199003:gdg1:p2:laminar burning velocity,campaign_9268c5c9de04,10.1016/j.fuel.2015.06.070,,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,0.047,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,300000.0,1.0,0.0,"{""NH3"": 0.21875}","{""N2"": 0.617188, ""O2"": 0.164063}",Sl,"location: Main article; figure: Main article, Fig. 8, green triangle (0.3 MPa)",False,pending_manual_review,,x20199003.xml,10.24388/x20199003,laminar burning velocity measurement,,,4.7,cm/s,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.617188, ""NH3"": 0.21875, ""O2"": 0.164063}"
