"design_id","dataset_id","campaign_id","doi","laboratory","apparatus","observable","value","unit","uncertainty","uncertainty_type","temperature_K","pressure_Pa","equivalence_ratio","cracking_ratio","fuel_composition","oxidizer_composition","definition","source_location","digitized","quality_status","exclusion_reason","source_file","file_doi","experiment_type","residence_time_s","time_s","reported_value","reported_unit","curator","initial_composition"
"lbv_0002","x20199021:gdg1:p2:laminar burning velocity","campaign_0ddb81cb8c2a","10.1016/j.fuel.2020.118425","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.657","m/s","0.02133","evaluated standard deviation:absolute:m/s","333.0","100000.0","0.7","0.0","{""NH3"": 0.358974}","{""N2"": 0.25641, ""O2"": 0.384615}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat. mmc1, Initial temperature worksheet, phi = 0.7, omega = 0.6; figure: Fig. 4., omega = 0.6","False","pending_manual_review","","x20199021.xml","10.24388/x20199021","laminar burning velocity measurement","","","65.7","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.25641, ""NH3"": 0.358974, ""O2"": 0.384615}"
"lbv_0006","x20100007:gdg1:p1:laminar burning velocity","campaign_11f336e77db5","10.1016/j.ijhydene.2009.11.071","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.07","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","101325.0","0.6","0.222222745445213","{""H2"": 0.047191, ""NH3"": 0.110112}","{""N2"": 0.66573, ""O2"": 0.176966}","Sl","location: Main article; figure: Fig. 5. - phi = 0.60","False","pending_manual_review","","x20100007.xml","10.24388/x20100007","laminar burning velocity measurement","","","7.0","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.047191, ""N2"": 0.66573, ""NH3"": 0.110112, ""O2"": 0.176966}"
"lbv_0010","x20100011:gdg1:p1:laminar burning velocity","campaign_11f336e77db5","10.1016/j.ijhydene.2009.11.071","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.206","m/s","0.01457","evaluated standard deviation:absolute:m/s","298.0","101325.0","1.67","0.4","{""H2"": 0.179717, ""NH3"": 0.179717}","{""N2"": 0.506047, ""O2"": 0.134519}","Sl","location: Main article; figure: Fig. 5. - phi = 1.67","False","pending_manual_review","","x20100011.xml","10.24388/x20100011","laminar burning velocity measurement","","","20.6","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.179717, ""N2"": 0.506047, ""NH3"": 0.179717, ""O2"": 0.134519}"
"lbv_0014","x20100082:gdg1:p7:laminar burning velocity","campaign_16f8038c5740","10.1016/j.ijhydene.2021.09.188","","flame cone method; modified Bunsen burner","laminar burning velocity","0.447","m/s","0.03376","evaluated standard deviation:absolute:m/s","368.0","101325.0","1.3","0.2222219974674633","{""H2"": 0.109859, ""NH3"": 0.256338}","{""N2"": 0.443662, ""O2"": 0.190141}","Sl","location: Main article; figure: Fig. 1., symbols","False","pending_manual_review","","x20100082.xml","10.24388/x20100082","laminar burning velocity measurement","","","44.7","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.109859, ""N2"": 0.443662, ""NH3"": 0.256338, ""O2"": 0.190141}"
"lbv_0018","x20100076:gdg1:p1:laminar burning velocity","campaign_56edf2653b54","10.1016/j.combustflame.2021.111472","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.0943","m/s","0.00609","evaluated standard deviation:absolute:m/s","298.0","101325.0","1.0","0.0999995328579903","{""H2"": 0.03211, ""NH3"": 0.192661}","{""N2"": 0.614679, ""O2"": 0.16055}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat., SSM#2-Experimental data, phi = 1.0, Pu = 1 atm; figure: Fig. 5., black squares","False","pending_manual_review","","x20100076.xml","10.24388/x20100076","laminar burning velocity measurement","","","9.43","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.03211, ""N2"": 0.614679, ""NH3"": 0.192661, ""O2"": 0.16055}"
"lbv_0022","x20199012:gdg1:p1:laminar burning velocity","campaign_5d95bed2df87","10.1016/j.combustflame.2019.08.033","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.093","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","101325.0","0.6","0.0","{""NH3"": 0.21875}","{""N2"": 0.507813, ""O2"": 0.273438}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat. mmc2, NH3-35%O2-65%N2, P = 1 atm; figure: Fig. 6. a) squares","False","pending_manual_review","","x20199012.xml","10.24388/x20199012","laminar burning velocity measurement","","","9.3","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.507813, ""NH3"": 0.21875, ""O2"": 0.273438}"
"lbv_0026","x20100070:gdg1:p1:laminar burning velocity","campaign_629a30b39091","10.1016/j.combustflame.2021.111753","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.2056","m/s","0.00562","evaluated standard deviation:absolute:m/s","298.0","100000.0","0.8","0.3076940363493357","{""H2"": 0.082152, ""NH3"": 0.123227}","{""N2"": 0.627751, ""O2"": 0.16687}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat., S4, 0.1 MPa; figure: Fig. 4. a), full black squares (present study, non-linear)","False","pending_manual_review","","x20100070.xml","10.24388/x20100070","laminar burning velocity measurement","","","20.56","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.082152, ""N2"": 0.627751, ""NH3"": 0.123227, ""O2"": 0.16687}"
"lbv_0030","x20100071:gdg1:p6:laminar burning velocity","campaign_629a30b39091","10.1016/j.combustflame.2021.111753","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.0556","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","500000.0","1.8","0.3076923076923077","{""H2"": 0.147082, ""NH3"": 0.220623}","{""N2"": 0.499514, ""O2"": 0.132782}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat., S4, 0.5 MPa; figure: Fig. 4. b), full black squares (present study, non-linear)","False","pending_manual_review","","x20100071.xml","10.24388/x20100071","laminar burning velocity measurement","","","5.56","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.147082, ""N2"": 0.499514, ""NH3"": 0.220623, ""O2"": 0.132782}"
"lbv_0034","x20100006:gdg1:p1:laminar burning velocity","campaign_6f2c5118f885","10.1016/j.ijhydene.2010.07.104","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","2.8880000000000003","m/s","0.21625","evaluated standard deviation:absolute:m/s","298.0","101325.0","1.67","1.0","{""H2"": 0.412249, ""NH3"": 0.0}","{""N2"": 0.464323, ""O2"": 0.123428}","Sl","location: Main article; figure: Fig. 2 - top graph, phi = 1.67","False","pending_manual_review","","x20100006.xml","10.24388/x20100006","laminar burning velocity measurement","","","288.8","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.412249, ""N2"": 0.464323, ""NH3"": 0.0, ""O2"": 0.123428}"
"lbv_0038","x20199003:gdg1:p2:laminar burning velocity","campaign_9268c5c9de04","10.1016/j.fuel.2015.06.070","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.047","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","300000.0","1.0","0.0","{""NH3"": 0.21875}","{""N2"": 0.617188, ""O2"": 0.164063}","Sl","location: Main article; figure: Main article, Fig. 8, green triangle (0.3 MPa)","False","pending_manual_review","","x20199003.xml","10.24388/x20199003","laminar burning velocity measurement","","","4.7","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.617188, ""NH3"": 0.21875, ""O2"": 0.164063}"
