"design_id","dataset_id","campaign_id","doi","laboratory","apparatus","observable","value","unit","uncertainty","uncertainty_type","temperature_K","pressure_Pa","equivalence_ratio","cracking_ratio","fuel_composition","oxidizer_composition","definition","source_location","digitized","quality_status","exclusion_reason","source_file","file_doi","experiment_type","residence_time_s","time_s","reported_value","reported_unit","curator","initial_composition"
"lbv_0042","x20199050:gdg1:p5:laminar burning velocity","campaign_a1e35abfc26f","10.1299/transjsme.14-00423","","flame cone method; slot burner","laminar burning velocity","0.196","m/s","0.01257","evaluated standard deviation:absolute:m/s","298.0","101325.0","1.1","0.0","{""NH3"": 0.291115}","{""N2"": 0.510397, ""O2"": 0.198488}","Sl","location: Main article; figure: Fig. 4., omega = 0.28 (full squares)","False","pending_manual_review","","x20199050.xml","10.24388/x20199050","laminar burning velocity measurement","","","19.6","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.510397, ""NH3"": 0.291115, ""O2"": 0.198488}"
"lbv_0046","x20100023:gdg1:p15:laminar burning velocity","campaign_aacd4964efeb","10.1016/j.combustflame.2020.08.004","","heat flux burner; premixed","laminar burning velocity","0.354","m/s","0.00688","evaluated standard deviation:absolute:m/s","298.0","100000.0","1.6","0.5","{""H2"": 0.215385, ""NH3"": 0.14359}","{""N2"": 0.50641, ""O2"": 0.134615}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat.: Table S4, P = 0.1 MPa; figure: Fig. 3. c), xNH3 = 0.4, P = 1 atm","False","pending_manual_review","","x20100023.xml","10.24388/x20100023","laminar burning velocity measurement","","","35.4","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.215385, ""N2"": 0.50641, ""NH3"": 0.14359, ""O2"": 0.134615}"
"lbv_0050","x20100026:gdg1:p7:laminar burning velocity","campaign_aacd4964efeb","10.1016/j.combustflame.2020.08.004","","heat flux burner; premixed","laminar burning velocity","0.195","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","300000.0","1.1","0.3076929847079101","{""H2"": 0.104881, ""NH3"": 0.157321}","{""N2"": 0.58286, ""O2"": 0.154938}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat.: Table S7, P = 0.3 MPa; figure: Fig. 3. c), xNH3 = 0.6, P = 3 atm","False","pending_manual_review","","x20100026.xml","10.24388/x20100026","laminar burning velocity measurement","","","19.5","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.104881, ""N2"": 0.58286, ""NH3"": 0.157321, ""O2"": 0.154938}"
"lbv_0054","x20100013:gdg1:p5:laminar burning velocity","campaign_b5091ed74b6b","10.1016/j.ijhydene.2015.04.024","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.092","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","300000.0","1.0","0.1428578061233175","{""H2"": 0.046154, ""NH3"": 0.184615}","{""N2"": 0.607692, ""O2"": 0.161538}","Sl","location: Main article; table: Table 1 (Pi = 0.3 MPa) - inlet mixture composition; figure: Fig. 6.","False","pending_manual_review","","x20100013.xml","10.24388/x20100013","laminar burning velocity measurement","","","9.2","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.046154, ""N2"": 0.607692, ""NH3"": 0.184615, ""O2"": 0.161538}"
"lbv_0058","x20199035:gdg1:p1:laminar burning velocity","campaign_b61f71c9265e","10.1016/j.proci.2020.06.197","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.0754","m/s","0.02145","evaluated standard deviation:absolute:m/s","298.0","100000.0","0.8","0.0","{""NH3"": 0.210526}","{""N2"": 0.592105, ""O2"": 0.197368}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat., NH3-O2-N2, P = 1 bar, T = 298 K, xO2 = 25%; figure: Fig. 6. a), xO2 = 25%","False","pending_manual_review","","x20199035.xml","10.24388/x20199035","laminar burning velocity measurement","","","7.54","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.592105, ""NH3"": 0.210526, ""O2"": 0.197368}"
"lbv_0062","x20100058:gdg1:p1:laminar burning velocity","campaign_b661f10f22f4","10.1016/j.fuel.2019.116653","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.489","m/s","0.02945","evaluated standard deviation:absolute:m/s","298.0","100000.0","0.8","0.4999999999999999","{""H2"": 0.130761, ""NH3"": 0.087174}","{""N2"": 0.618613, ""O2"": 0.163452}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat., T = 298 K, xH2 = 0.6; figure: Fig. 4. f), T = 298 K, xH2 = 0.6","False","pending_manual_review","","x20100058.xml","10.24388/x20100058","laminar burning velocity measurement","","","48.9","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.130761, ""N2"": 0.618613, ""NH3"": 0.087174, ""O2"": 0.163452}"
"lbv_0066","x20100020:gdg1:p9:laminar burning velocity","campaign_bc661b9f179a","10.1016/j.combustflame.2019.05.003","","heat flux burner; premixed","laminar burning velocity","0.158","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","101325.0","1.1","0.1818173931525685","{""H2"": 0.062874, ""NH3"": 0.188623}","{""N2"": 0.591317, ""O2"": 0.157186}","Sl","location: Main Article (figure) and Supp. Mat. (data source); figure: Fig. 6., xH2 = 0.25","False","pending_manual_review","","x20100020.xml","10.24388/x20100020","laminar burning velocity measurement","","","15.8","cm/s","Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.062874, ""N2"": 0.591317, ""NH3"": 0.188623, ""O2"": 0.157186}"
"lbv_0070","x20199005:gdg1:p9:laminar burning velocity","campaign_bc661b9f179a","10.1016/j.combustflame.2019.05.003","","heat flux burner; premixed","laminar burning velocity","0.049","m/s","0.01414","evaluated standard deviation:absolute:m/s","298.0","101325.0","1.25","0.0","{""NH3"": 0.259259}","{""N2"": 0.585185, ""O2"": 0.155556}","Sl","location: Main Article (figure) and Supp. Mat. (data source); figure: Fig. 4.","False","pending_manual_review","","x20199005.xml","10.24388/x20199005","laminar burning velocity measurement","","","4.9","cm/s","Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.585185, ""NH3"": 0.259259, ""O2"": 0.155556}"
"lbv_0074","x20100081:gdg1:p3:laminar burning velocity","campaign_c05311ec8444","10.1016/j.ijhydene.2021.07.063","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.088","m/s","0.01299","evaluated standard deviation:absolute:m/s","360.0","500000.0","1.0","0.1428578061233175","{""H2"": 0.046154, ""NH3"": 0.184615}","{""N2"": 0.607692, ""O2"": 0.161538}","Sl","location: Main article; table: Table 2, xH2 = 20%, phi = 1, P0 = 0.1, 0.3, 0.5 MPa; figure: Fig. 10., xH2 = 20% (blue triangles)","False","pending_manual_review","","x20100081.xml","10.24388/x20100081","laminar burning velocity measurement","","","8.8","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.046154, ""N2"": 0.607692, ""NH3"": 0.184615, ""O2"": 0.161538}"
"lbv_0078","x20199008:gdg1:p10:laminar burning velocity","campaign_ccb03cfde00c","10.1016/j.jhazmat.2018.09.073","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.203","m/s","0.02601","evaluated standard deviation:absolute:m/s","298.0","101325.0","2.0","0.0","{""NH3"": 0.727273}","{""O2"": 0.272727}","Sl","location: Main article; table: Table 1, P = 1.0 atm - inlet mixture composition; figure: Fig. 7., P = 1.0 atm (circles)","False","pending_manual_review","","x20199008.xml","10.24388/x20199008","laminar burning velocity measurement","","","20.3","cm/s","Andras Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""NH3"": 0.727273, ""O2"": 0.272727}"
