"design_id","dataset_id","campaign_id","doi","laboratory","apparatus","observable","value","unit","uncertainty","uncertainty_type","temperature_K","pressure_Pa","equivalence_ratio","cracking_ratio","fuel_composition","oxidizer_composition","definition","source_location","digitized","quality_status","exclusion_reason","source_file","file_doi","experiment_type","residence_time_s","time_s","reported_value","reported_unit","curator","initial_composition"
"lbv_0003","x20199021:gdg1:p4:laminar burning velocity","campaign_0ddb81cb8c2a","10.1016/j.fuel.2020.118425","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.8890000000000001","m/s","0.02686","evaluated standard deviation:absolute:m/s","393.0","100000.0","0.7","0.0","{""NH3"": 0.358974}","{""N2"": 0.25641, ""O2"": 0.384615}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat. mmc1, Initial temperature worksheet, phi = 0.7, omega = 0.6; figure: Fig. 4., omega = 0.6","False","pending_manual_review","","x20199021.xml","10.24388/x20199021","laminar burning velocity measurement","","","88.9","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.25641, ""NH3"": 0.358974, ""O2"": 0.384615}"
"lbv_0007","x20100007:gdg1:p2:laminar burning velocity","campaign_11f336e77db5","10.1016/j.ijhydene.2009.11.071","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.15","m/s","0.01061","evaluated standard deviation:absolute:m/s","298.0","101325.0","0.6","0.4","{""H2"": 0.083888, ""NH3"": 0.083888}","{""N2"": 0.657457, ""O2"": 0.174767}","Sl","location: Main article; figure: Fig. 5. - phi = 0.60","False","pending_manual_review","","x20100007.xml","10.24388/x20100007","laminar burning velocity measurement","","","15.0","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.083888, ""N2"": 0.657457, ""NH3"": 0.083888, ""O2"": 0.174767}"
"lbv_0011","x20100082:gdg1:p1:laminar burning velocity","campaign_16f8038c5740","10.1016/j.ijhydene.2021.09.188","","flame cone method; modified Bunsen burner","laminar burning velocity","0.469","m/s","0.03542","evaluated standard deviation:absolute:m/s","368.0","101325.0","0.7","0.2222208348031304","{""H2"": 0.071186, ""NH3"": 0.166102}","{""N2"": 0.533898, ""O2"": 0.228814}","Sl","location: Main article; figure: Fig. 1., symbols","False","pending_manual_review","","x20100082.xml","10.24388/x20100082","laminar burning velocity measurement","","","46.9","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.071186, ""N2"": 0.533898, ""NH3"": 0.166102, ""O2"": 0.228814}"
"lbv_0015","x20100082:gdg1:p9:laminar burning velocity","campaign_16f8038c5740","10.1016/j.ijhydene.2021.09.188","","flame cone method; modified Bunsen burner","laminar burning velocity","0.341","m/s","0.02575","evaluated standard deviation:absolute:m/s","368.0","101325.0","1.5","0.2222222222222222","{""H2"": 0.12, ""NH3"": 0.28}","{""N2"": 0.42, ""O2"": 0.18}","Sl","location: Main article; figure: Fig. 1., symbols","False","pending_manual_review","","x20100082.xml","10.24388/x20100082","laminar burning velocity measurement","","","34.1","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.12, ""N2"": 0.42, ""NH3"": 0.28, ""O2"": 0.18}"
"lbv_0019","x20100076:gdg1:p8:laminar burning velocity","campaign_56edf2653b54","10.1016/j.combustflame.2021.111472","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","1.1266","m/s","0.05527","evaluated standard deviation:absolute:m/s","298.0","101325.0","1.0","0.7999999999999999","{""H2"": 0.223404, ""NH3"": 0.037234}","{""N2"": 0.599734, ""O2"": 0.139628}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat., SSM#2-Experimental data, phi = 1.0, Pu = 1 atm; figure: Fig. 5., black squares","False","pending_manual_review","","x20100076.xml","10.24388/x20100076","laminar burning velocity measurement","","","112.66","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.223404, ""N2"": 0.599734, ""NH3"": 0.037234, ""O2"": 0.139628}"
"lbv_0023","x20199013:gdg1:p6:laminar burning velocity","campaign_5d95bed2df87","10.1016/j.combustflame.2019.08.033","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.2486","m/s","0.00519","evaluated standard deviation:absolute:m/s","298.0","202650.0","1.1","0.0","{""NH3"": 0.339207}","{""N2"": 0.429515, ""O2"": 0.231278}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat. mmc2, NH3-35%O2-65%N2, P = 2 atm; figure: Fig. 6. b) squares","False","pending_manual_review","","x20199013.xml","10.24388/x20199013","laminar burning velocity measurement","","","24.86","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.429515, ""NH3"": 0.339207, ""O2"": 0.231278}"
"lbv_0027","x20100070:gdg1:p5:laminar burning velocity","campaign_629a30b39091","10.1016/j.combustflame.2021.111753","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.271","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","100000.0","1.2","0.3076935784742251","{""H2"": 0.111752, ""NH3"": 0.167627}","{""N2"": 0.56929, ""O2"": 0.15133}","Sl","location: Main article and Supp. Mat.; table: Supp. Mat., S4, 0.1 MPa; figure: Fig. 4. a), full black squares (present study, non-linear)","False","pending_manual_review","","x20100070.xml","10.24388/x20100070","laminar burning velocity measurement","","","27.1","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.111752, ""N2"": 0.56929, ""NH3"": 0.167627, ""O2"": 0.15133}"
"lbv_0031","x20100004:gdg1:p1:laminar burning velocity","campaign_6f2c5118f885","10.1016/j.ijhydene.2010.07.104","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.962","m/s","0.05743","evaluated standard deviation:absolute:m/s","298.0","101325.0","0.6","1.0","{""H2"": 0.201278, ""NH3"": 0.0}","{""N2"": 0.63099, ""O2"": 0.167732}","Sl","location: Main article; figure: Fig. 2 - bottom graph, phi = 0.60","False","pending_manual_review","","x20100004.xml","10.24388/x20100004","laminar burning velocity measurement","","","96.2","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.201278, ""N2"": 0.63099, ""NH3"": 0.0, ""O2"": 0.167732}"
"lbv_0035","x20100006:gdg1:p5:laminar burning velocity","campaign_6f2c5118f885","10.1016/j.ijhydene.2010.07.104","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.55","m/s","0.04118","evaluated standard deviation:absolute:m/s","298.0","101325.0","1.67","0.6001856882500601","{""H2"": 0.26181, ""NH3"": 0.11627}","{""N2"": 0.491317, ""O2"": 0.130603}","Sl","location: Main article; figure: Fig. 2 - top graph, phi = 1.67","False","pending_manual_review","","x20100006.xml","10.24388/x20100006","laminar burning velocity measurement","","","55.0","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.26181, ""N2"": 0.491317, ""NH3"": 0.11627, ""O2"": 0.130603}"
"lbv_0039","x20199004:gdg1:p1:laminar burning velocity","campaign_9268c5c9de04","10.1016/j.fuel.2015.06.070","","outwardly propagating spherical flame; constant volume combustion chamber","laminar burning velocity","0.026","m/s","0.005","evaluated standard deviation:absolute:m/s","298.0","500000.0","0.9","0.0","{""NH3"": 0.201278}","{""N2"": 0.63099, ""O2"": 0.167732}","Sl","location: Main article; figure: Main article, Fig. 8, red square (0.5 MPa)","False","pending_manual_review","","x20199004.xml","10.24388/x20199004","laminar burning velocity measurement","","","2.6","cm/s","András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""N2"": 0.63099, ""NH3"": 0.201278, ""O2"": 0.167732}"
