mechanism_file,sha256,status,warning_count,warnings,error,path,phase,species_count,reaction_count,duplicate_equation_count,transport_model,multicomponent_transport_available,nonfinite_forward_rate_count,negative_forward_rate_count,declared_negative_A_count,negative_equation_aggregate_count,benchmark_composition,elements
mechanisms\converted\RMG_2026_standard_normalized.yaml,b5ee9e7a973f9151bbdd5fbf68c5b67e8d370656549a75dcb11bcf6f912028e2,passed,0,,,mechanisms\converted\RMG_2026_standard_normalized.yaml,gas,53,733,27,multicomponent,True,0,0,0,0,"(('NH3', 1.0), ('H2', 0.5), ('O2', 1.25), ('N2', 4.7))","('H', 'D', 'T', 'C', 'Ci', 'O', 'Oi', 'N', 'Ne', 'Ar', 'He', 'Si', 'S', 'F', 'Cl', 'Br', 'I', 'X')"
mechanisms\converted\RMG_2026_Burke_normalized.yaml,1ab4cde3c39d65c2282a93392e40e5f1a17270633eb9ee58d531266061a27cc5,passed,0,,,mechanisms\converted\RMG_2026_Burke_normalized.yaml,gas,53,733,27,multicomponent,True,0,0,0,0,"(('NH3', 1.0), ('H2', 0.5), ('O2', 1.25), ('N2', 4.7))","('H', 'D', 'T', 'C', 'Ci', 'O', 'Oi', 'N', 'Ne', 'Ar', 'He', 'Si', 'S', 'F', 'Cl', 'Br', 'I', 'X')"
