mechanism_file,sha256,status,warning_count,warnings,error,path,phase,species_count,reaction_count,duplicate_equation_count,transport_model,multicomponent_transport_available,nonfinite_forward_rate_count,negative_forward_rate_count,declared_negative_A_count,negative_equation_aggregate_count,benchmark_composition,elements
mechanisms\converted\RMG_2026_standard_normalized_v2.yaml,7b13ccb7efe1425c9f7ffc9cc7f878518f6cdcd43a61dd0f2ea928baa4a80b33,passed,0,,,mechanisms\converted\RMG_2026_standard_normalized_v2.yaml,gas,53,733,27,multicomponent,True,0,0,0,0,"(('NH3', 1.0), ('H2', 0.5), ('O2', 1.25), ('N2', 4.7))","('H', 'O', 'N', 'Ne', 'Ar', 'He')"
mechanisms\converted\RMG_2026_Burke_normalized_v2.yaml,c7eae3defbbf8a6139a15ac3c0c6bec00a5e10679be0c3b6fd122e6ba5b1b389,passed,0,,,mechanisms\converted\RMG_2026_Burke_normalized_v2.yaml,gas,53,733,27,multicomponent,True,0,0,0,0,"(('NH3', 1.0), ('H2', 0.5), ('O2', 1.25), ('N2', 4.7))","('H', 'O', 'N', 'Ne', 'Ar', 'He')"
