design_id,temperature_K,pressure_bar,residence_time_ms,equivalence_ratio,cracking_ratio,psr_fraction,heat_loss_W_per_K,design_role,mechanism_id,status,runtime_s,total_residence_time_s,ambient_temperature_K,psr_temperature_K,outlet_temperature_K,psr_steps,pfr_steps,converged,failure_reason,steady_mass_flow_kg_per_s,fuel_heat_input_W,X_NO,X_NO2,X_N2O,X_NH3,X_H2,X_O2,X_H2O,X_dry_NO,X_dry_NO2,X_dry_N2O,X_dry_NH3,X_dry_H2,X_dry_O2,Y_NO,Y_NO2,Y_N2O,Y_NH3,Y_H2,Y_O2,Y_H2O,EI_g_per_MJ_NO,EI_g_per_MJ_NO2,EI_g_per_MJ_N2O,EI_g_per_MJ_NH3,X_dry_O2corr15_NO,X_dry_O2corr15_NO2,X_dry_O2corr15_N2O,X_dry_O2corr15_NH3
reactor_0001,750,10,10,1.0,0.3,0.5,0.0,primary_map,Otomo_2018,completed,0.10752259999935632,0.01,300.0,2427.1059825623943,2439.699281618037,670,553,True,,0.2438686258502801,672183.9021629387,0.0026015787514987133,7.970581542579213e-07,3.4040128441409165e-07,6.284790028795986e-08,0.00892489788521133,0.0021967946561404703,0.2980675604628008,0.0037063093325819165,1.1355197585446268e-06,4.849487860092722e-07,8.953554038533535e-08,0.01271475341857078,0.003129638313323814,0.0031536956330972836,1.4813911274987044e-06,6.052668058670197e-07,4.3241984490942645e-08,0.0007268896390973193,0.0028397950151215446,0.21693202713391468,1.1441622120355917,0.0005374493757548136,0.0002195910728367881,1.5688211667837727e-05,0.0010621842252122753,3.254264732681475e-07,1.389805610682949e-07,2.565982222722579e-08
reactor_0002,750,20,20,0.6,0.7,0.5,0.0,primary_map,Otomo_2018,completed,0.11066180000034365,0.02,300.0,2064.720386868131,2065.843529690521,570,473,True,,0.3053597720828929,564887.1844682704,0.0038349007661878307,1.5009636380439281e-05,1.1645042035113779e-06,1.7774624173046575e-10,8.416447654422909e-05,0.06708137553197407,0.20733623323504657,0.004837991752592602,1.89356912852181e-05,1.4691023512579518e-06,2.2423914045660219e-10,0.00010617929073221555,0.08462778083795716,0.004392795191899217,2.6360517159817657e-05,1.9565941575153733e-06,1.1556312990076203e-10,6.477360588402455e-06,0.0819414252307408,0.14258971163568612,2.3746032402342765,0.014249644412602605,0.0010576716243970192,6.246969656587169e-08,0.002295058456994047,8.982759923036156e-06,6.96916395865614e-07,1.0637511637307205e-10
reactor_0003,750,5,5,0.6,0.7,0.5,0.0,primary_map,Otomo_2018,completed,0.08780589999969379,0.005,300.0,2036.747501591293,2051.988230557697,750,624,True,,0.305787270537478,565678.0168582997,0.00857264984588023,1.6825451709020224e-05,5.746899188151361e-07,1.1731381504685031e-10,0.00015514272909699053,0.06458488850899317,0.20696848063409798,0.010809973672590987,2.12166241796715e-05,7.24674750979193e-07,1.4793083525942697e-10,0.00019563248787518648,0.0814405063756286,0.009821679589798977,2.9555229741245e-05,9.657775877081365e-07,7.628723587356301e-11,1.1942205128042802e-05,0.07890714322766648,0.14236428459636546,5.309282850584262,0.015976602878925893,0.0005220681795833654,4.12384164479015e-08,0.004999929276616483,9.813309782232109e-06,3.35183286582156e-07,6.84223418603995e-11
reactor_0004,750,5,20,1.4,0.7,0.5,0.0,primary_map,Otomo_2018,completed,0.09184760000061942,0.02,300.0,2351.7814088585055,2362.8742843458485,580,574,True,,0.05733791315172637,220911.15200668923,0.00019498106937112573,3.254333006852872e-09,1.6095495555347634e-08,1.8163728805289547e-06,0.10631683018117222,1.0947770240701129e-05,0.2653112389431326,0.00026539274820352603,4.4295396627157276e-09,2.190791040847539e-08,2.472302527013015e-06,0.14471002663526922,1.490123549045789e-05,0.0002596310783594512,6.6439009676940266e-09,3.143702558865865e-08,1.3727810713076666e-06,0.009511492543215873,1.554549776670106e-05,0.21210262255869078,0.0673877442910284,1.7244372373866202e-06,8.159540279326997e-06,0.0003563079596841243,7.492482591618705e-05,1.2505333712558932e-09,6.184970707201232e-09,6.979724868237316e-07
reactor_0005,750,20,5,1.4,0.7,0.5,0.0,primary_map,Otomo_2018,completed,0.1084673000004841,0.005,300.0,2365.714769863219,2371.9869438225946,580,618,True,,0.9146141586866222,3523819.691561397,0.00012009659386567945,2.0848355865552308e-09,1.9129889947036963e-08,8.002744896975798e-06,0.10653109855594926,3.024232653357274e-06,0.26605444925799576,0.00016363147612825528,2.8405861776088206e-09,2.6064453865408718e-08,1.0903731058639408e-05,0.145148503793297,4.120513640691513e-06,0.00015979752597670497,4.253124565472108e-09,3.7335734482199954e-08,6.043804087415826e-06,0.009523535154554574,4.291106450360168e-06,0.2125377352352808,0.04147575431608635,1.1039066373214574e-06,9.690561484788572e-06,0.0015686809412854097,4.619352838579371e-05,8.01903773848608e-10,7.358053095776385e-09,3.0781474450155992e-06
reactor_0006,750,5,5,1.4,0.7,0.5,0.0,primary_map,Otomo_2018,completed,0.08498810000037338,0.005,300.0,2338.908262230285,2359.213950632468,620,561,True,,0.2293516526069055,883644.6080267569,0.0006696867625072262,1.0943817834115152e-08,5.7247309432124524e-08,4.442768093331386e-06,0.1067654067211078,1.0443620169357344e-05,0.26480458759451697,0.0009108962749319676,1.4885590483090907e-08,7.786679359820441e-08,6.042975810737325e-06,0.14522044740701318,1.420523032806598e-05,0.0008919222476994296,2.2347094623672257e-08,1.1183641304595708e-07,3.3584661135806245e-06,0.009553626623925853,1.4832729608902857e-05,0.21174196969762055,0.23150012985824236,5.800231265313088e-06,2.9027355478348663e-05,0.0008716963204178613,0.0002571604461452385,4.2024379669934165e-09,2.1983029168835946e-08,1.706027786369156e-06
reactor_0007,750,5,20,0.6,0.7,0.5,0.0,primary_map,Otomo_2018,completed,0.08979429999999411,0.02,300.0,2050.7676947700356,2057.0982335196018,660,540,True,,0.0764468176343695,141419.50421457493,0.006231268014188098,1.2239633098621097e-05,5.74241911309738e-07,1.170052281913769e-10,0.00015946611319058297,0.06574337317654819,0.2069293131887735,0.007857140754051495,1.5433218377839855e-05,7.24074059045917e-07,1.4753442554008744e-10,0.0002010742747683227,0.0828972426668406,0.0071393214261368815,2.150036503612019e-05,9.650465386755544e-07,7.608828860382997e-11,1.2275277980873956e-05,0.08032434935253795,0.14234056384450952,3.8592866389131646,0.011622403105690274,0.0005216729980814504,4.113087197776206e-08,0.0036761393191768028,7.220776956421989e-06,3.3877426939082125e-07,6.902728608755215e-11
reactor_0008,750,20,5,0.6,0.7,0.5,0.0,primary_map,Otomo_2018,completed,0.10093539999979839,0.005,300.0,2060.5974296944523,2064.358169094837,580,553,True,,1.2214390883315716,2259548.7378730816,0.004503542440997723,1.762389189233542e-05,1.1626278004034483e-06,1.730687440560202e-10,8.349420957113705e-05,0.06674801173321449,0.20734442052566518,0.0056815880157991645,2.2233984530864026e-05,1.4667502891665354e-06,2.1834040980421047e-10,0.00010533479071264203,0.08420808918985942,0.005158681752800498,3.095160873597757e-05,1.9534308713633107e-06,1.1252140921109331e-10,6.425741597999867e-06,0.08153377288526198,0.1425945711489566,2.7886167850774113,0.016731440275306635,0.0010559616540436714,6.08254405762242e-08,0.0026861812657244066,1.0511940067307474e-05,6.934605496383945e-07,1.032285193392649e-10
reactor_0009,750,20,20,1.4,0.7,0.5,0.0,primary_map,Otomo_2018,completed,0.10373809999964578,0.02,300.0,2368.7040164831997,2372.439722009561,580,627,True,,0.22865353967165555,880954.9228903493,6.289847105937698e-05,1.0946825150937302e-09,1.3645475196267768e-08,4.789325568627553e-06,0.10648126108958324,3.042640272589467e-06,0.26611633570628607,8.570632393066027e-05,1.4916294889153139e-09,1.8593512650809726e-08,6.5260010566344695e-06,0.14509283455990302,4.145943588371993e-06,8.368916247653444e-05,2.23313122610409e-09,2.6631195585348783e-08,3.616891970788556e-06,0.009518855667817893,4.317123487071581e-06,0.21258216673189775,0.021721682614171275,5.796134922825779e-07,6.912177885673831e-06,0.0009387712472477215,2.4195088150141352e-05,4.210903620233975e-10,5.2489904708907274e-09,1.842304786761494e-06
reactor_0010,750,20,20,0.6,0.0,0.5,0.0,primary_map,Otomo_2018,completed,0.09087920000001759,0.02,300.0,1938.38405651699,1939.9880586952224,620,584,True,,0.3252484119504379,546699.6138475863,0.002509583557263025,1.2201814594250319e-05,8.402783600425633e-07,5.5703000484233675e-11,3.243923783952886e-05,0.06794034985033008,0.2078048229413374,0.0031678854276553977,1.540253582400536e-05,1.0606961319335829e-06,7.031474325689922e-11,4.094854245385883e-05,0.0857621351629348,0.0028740145029827213,2.142439895096168e-05,1.4115079910755221e-06,3.620744907840952e-11,2.4959757402959643e-06,0.08297166461092005,0.14287922292283034,1.7098396072367816,0.012746033762035149,0.0008397495094639956,2.1540924879475358e-08,0.0015166218635707372,7.373948054177901e-06,5.078071732808812e-07,3.366311042180052e-11
