design_id,design_role,inside_all_idt_convex_hull,inside_exact_criterion_convex_hull,mechanism_id,temperature_K,pressure_bar,equivalence_ratio,cracking_ratio,criterion,reactor,status,ignition_delay_s,final_temperature_K,max_temperature_K,integration_steps,converged,failure_reason,runtime_s
map_0144,training,True,False,POLIMI_2023,1200,5,1.0,0.5,max_dTdt,constant_volume,completed,3.919560682045064e-05,2946.3848110612917,2946.3848111100438,1723,True,,0.15465659999972559
map_0145,training,False,False,POLIMI_2023,1200,5,0.9,0.3,max_dTdt,constant_volume,completed,0.0001091045751944341,2879.687220937136,2879.687220939125,1888,True,,0.17462009999871952
map_0146,training,False,False,POLIMI_2023,1800,1,1.4,0.7,max_dTdt,constant_volume,completed,1.017103397542357e-05,2986.0671542789833,2986.0671542909076,1406,True,,0.12020889999985229
map_0147,training,False,False,POLIMI_2023,1800,20,1.4,0.5,max_dTdt,constant_volume,completed,1.0041429085234772e-06,3265.5363630411907,3265.5363630441825,1396,True,,0.14320579999912297
map_0148,training,False,False,POLIMI_2023,1800,20,0.6,0.7,max_dTdt,constant_volume,completed,5.103350126622573e-07,3027.820188026743,3033.7668216479565,1237,True,,0.1406274000000849
map_0149,training,False,False,POLIMI_2023,850,20,1.4,0.7,max_dTdt,constant_volume,completed,0.17968591299947662,2810.8269297407032,2810.8269297434917,3013,True,,0.23329699999885634
map_0150,training,False,False,POLIMI_2023,1600,1,1.4,0.0,max_dTdt,constant_volume,completed,0.0015778538968315807,2875.7653202568113,3035.6685835147173,2207,True,,0.19041400000060094
map_0151,training,False,False,POLIMI_2023,1800,1,0.6,0.0,max_dTdt,constant_volume,completed,0.00030660345116630144,2785.058520122391,2785.0585201744643,1742,True,,0.15495149999696878
map_0152,training,False,False,POLIMI_2023,850,1,1.3,0.7,max_dTdt,constant_volume,completed,0.7783268927378654,2734.348467342107,2734.3484673881685,2402,True,,0.20786089999819524
map_0153,training,False,False,POLIMI_2023,1800,1,0.6,0.7,max_dTdt,constant_volume,completed,9.105245743590221e-06,2828.8165467789618,2828.816546804457,1471,True,,0.1505507999972906
map_0154,training,False,False,POLIMI_2023,850,20,1.4,0.0,max_dTdt,constant_volume,no_ignition,,881.6995891571864,881.6995891571864,702,False,criterion maximum occurred at integration boundary,0.11163989999840851
map_0155,training,False,False,POLIMI_2023,850,20,0.6,0.7,max_dTdt,constant_volume,completed,0.27922432800383895,2439.4716449536427,2439.4716449694083,2908,True,,0.24771790000158944
map_0156,training,False,False,POLIMI_2023,950,1,0.6,0.7,max_dTdt,constant_volume,completed,0.0008832341755751682,2456.517328862939,2456.517328898786,1789,True,,0.1581700999995519
map_0157,training,False,False,POLIMI_2023,850,1,0.6,0.0,max_dTdt,constant_volume,no_ignition,,850.0764089971489,850.0764089971489,204,False,temperature rise below 10 K or insufficient steps,0.045668899998418055
map_0158,training,False,False,POLIMI_2023,850,20,0.6,0.0,max_dTdt,constant_volume,no_ignition,,999.8227767598054,999.8227767598054,1210,False,criterion maximum occurred at integration boundary,0.135317500000383
map_0159,training,False,False,POLIMI_2023,850,1,1.3,0.1,max_dTdt,constant_volume,completed,1.5537767789631731,2620.3149849018755,2654.60443916682,3453,True,,0.26368539999748464
map_0160,training,False,False,POLIMI_2023,1800,20,0.9,0.2,max_dTdt,constant_volume,completed,3.4297999035809574e-06,3213.573224261077,3213.5732243256853,1590,True,,0.15129610000076354
map_0161,training,False,False,POLIMI_2023,1400,5,1.2,0.7,max_dTdt,constant_volume,completed,6.749492907596966e-06,3049.546397873205,3049.5463979241345,1628,True,,0.15362960000129533
map_0162,training,False,False,POLIMI_2023,1600,1,1.0,0.4,max_dTdt,constant_volume,completed,3.497355062203982e-05,2916.9009624146224,2916.9009624923474,1513,True,,0.14458430000013323
map_0163,training,False,False,POLIMI_2023,1400,10,1.2,0.0,max_dTdt,constant_volume,completed,0.0015473209483901759,3011.089722034286,3011.0897220993234,2427,True,,0.21533560000170837
map_0164,training,False,False,POLIMI_2023,1050,5,1.4,0.3,max_dTdt,constant_volume,completed,0.002207565205405692,2784.582705320408,2790.175009378238,2320,True,,0.2036370000023453
map_0165,training,False,False,POLIMI_2023,1800,5,0.6,0.4,max_dTdt,constant_volume,completed,4.09928425946701e-06,2920.7259995612367,2920.7259996146922,1371,True,,0.15580399999817018
map_0166,training,False,False,POLIMI_2023,850,5,1.0,0.7,max_dTdt,constant_volume,completed,0.5648835376660657,2847.3558405418107,2847.3558405886506,2756,True,,0.2866085999994539
map_0167,training,False,False,POLIMI_2023,1400,10,0.6,0.0,max_dTdt,constant_volume,completed,0.0016278701836003949,2688.7978388806414,2691.1993024777585,2549,True,,0.2348974000015005
map_0168,training,False,False,POLIMI_2023,850,20,1.0,0.4,max_dTdt,constant_volume,completed,0.2252243488848923,2867.88974054153,2867.889740545203,3159,True,,0.28707650000069407
map_0169,training,False,False,POLIMI_2023,1400,5,0.7,0.7,max_dTdt,constant_volume,completed,6.3563034555873775e-06,2858.704793323927,2858.7047934284246,1440,True,,0.14783300000271993
map_0170,training,False,False,POLIMI_2023,1400,20,0.6,0.4,max_dTdt,constant_volume,completed,8.230332485163686e-06,2760.3811057510225,2761.2185000707354,1758,True,,0.1578895000020566
map_0171,training,False,False,POLIMI_2023,850,5,1.1,0.0,max_dTdt,constant_volume,no_ignition,,852.7765806668517,852.7765806668517,395,False,temperature rise below 10 K or insufficient steps,0.06547540000246954
map_0172,training,False,False,POLIMI_2023,1800,5,1.1,0.4,max_dTdt,constant_volume,completed,4.559148924837551e-06,3141.6959288261737,3141.6959288329563,1405,True,,0.13472230000115815
map_0173,training,False,False,POLIMI_2023,950,1,0.9,0.3,max_dTdt,constant_volume,completed,0.004873723411118642,2689.4339006841865,2689.43390071143,2260,True,,0.19587079999837442
map_0174,training,False,False,POLIMI_2023,1200,1,1.4,0.4,max_dTdt,constant_volume,completed,0.00018926092147168264,2787.9387296382206,2787.938729641731,1739,True,,0.13979459999973187
map_0175,training,False,False,POLIMI_2023,1400,20,1.1,0.4,max_dTdt,constant_volume,completed,7.634255489760643e-06,3126.2032082448204,3126.203208347022,1773,True,,0.16088120000131312
map_0176,training,False,False,POLIMI_2023,1400,1,0.9,0.0,max_dTdt,constant_volume,completed,0.010275958350329168,2807.9228218682124,2807.922821888168,2454,True,,0.2306468999995559
map_0177,training,False,False,POLIMI_2023,1400,1,0.6,0.3,max_dTdt,constant_volume,completed,9.66459637522824e-05,2639.9570856410533,2639.957085676552,1724,True,,0.1608550999990257
map_0178,training,False,False,POLIMI_2023,850,5,0.6,0.4,max_dTdt,constant_volume,completed,0.7578415926779417,2375.5236292136074,2375.5236292834766,2856,True,,0.23709810000218567
map_0179,training,False,False,POLIMI_2023,1200,1,1.0,0.7,max_dTdt,constant_volume,completed,7.233774364328849e-05,2841.4230989462353,2841.423098965282,1628,True,,0.12450499999977183
map_0180,training,False,False,POLIMI_2023,1200,20,0.9,0.7,max_dTdt,constant_volume,completed,7.261224660381154e-05,3015.55557210575,3015.5555721434303,1691,True,,0.1412579000025289
map_0181,training,False,False,POLIMI_2023,1400,20,1.4,0.7,max_dTdt,constant_volume,completed,2.5883209760336887e-06,3117.078100307591,3117.0781003640577,1585,True,,0.14255490000141435
map_0182,training,False,False,POLIMI_2023,1200,20,0.9,0.1,max_dTdt,constant_volume,completed,0.0007802872926495979,2927.0977629789,2927.097762983939,2546,True,,0.24146180000025197
map_0183,training,False,False,POLIMI_2023,1800,10,1.0,0.7,max_dTdt,constant_volume,completed,9.899250628015908e-07,3221.561899743516,3221.561899750137,1425,True,,0.24544020000030287
map_0184,training,False,False,POLIMI_2023,950,5,0.7,0.05,max_dTdt,constant_volume,completed,0.1676545016966431,2523.0820864486254,2523.0820864776824,3452,True,,0.3027217000017117
map_0185,training,False,False,POLIMI_2023,1800,5,1.4,0.7,max_dTdt,constant_volume,completed,2.0810552971363353e-06,3154.598936543236,3154.598936596234,1495,True,,0.11835140000039246
map_0186,training,False,False,POLIMI_2023,1800,1,1.4,0.3,max_dTdt,constant_volume,completed,3.496059404435375e-05,2958.76636868544,3107.459627718947,1618,True,,0.15697789999831002
map_0187,training,False,False,POLIMI_2023,1050,20,1.4,0.4,max_dTdt,constant_volume,completed,0.0016372451389810839,2853.9006679685076,2853.9006679940962,2452,True,,0.22356650000074296
map_0188,training,False,False,POLIMI_2023,1800,1,1.0,0.7,max_dTdt,constant_volume,completed,9.397717310673031e-06,2978.286742042094,2978.2867420495645,1553,True,,0.10422079999989364
map_0189,training,False,False,POLIMI_2023,950,5,1.4,0.7,max_dTdt,constant_volume,completed,0.024062042267174785,2823.842391910434,2823.8423919314837,2352,True,,0.18839769999976852
map_0190,training,False,False,POLIMI_2023,1800,1,1.0,0.1,max_dTdt,constant_volume,completed,0.00010263106871940259,2947.0850397496592,3043.657049328421,1759,True,,0.13099319999673753
map_0191,training,False,False,POLIMI_2023,850,5,1.1,0.4,max_dTdt,constant_volume,completed,0.5697631645246762,2812.6073392265816,2812.6073392956914,3152,True,,0.23359619999973802
map_0192,training,False,False,POLIMI_2023,1800,20,1.3,0.2,max_dTdt,constant_volume,completed,3.73322075868216e-06,3247.246377808847,3247.246377877702,1690,True,,0.12922750000143424
map_0193,training,False,False,POLIMI_2023,950,20,0.6,0.3,max_dTdt,constant_volume,completed,0.021122036193274712,2440.030140758433,2444.5797327309037,3161,True,,0.24124360000132583
map_0194,training,False,False,POLIMI_2023,950,5,0.6,0.7,max_dTdt,constant_volume,completed,0.03629537847808971,2488.9968272116316,2488.996827215148,2009,True,,0.17788210000071558
map_0195,training,False,False,POLIMI_2023,1400,5,0.9,0.0,max_dTdt,constant_volume,completed,0.0027589162204735927,2925.3678029084267,2925.367802977678,2417,True,,0.21728359999906388
map_0196,training,False,False,POLIMI_2023,1800,1,0.7,0.3,max_dTdt,constant_volume,completed,2.862501757006216e-05,2864.1409859638447,2864.1409859979794,1533,True,,0.13906169999972917
map_0197,training,False,False,POLIMI_2023,1400,10,1.4,0.4,max_dTdt,constant_volume,completed,1.1206582536911577e-05,3020.350352408139,3020.350352427341,1742,True,,0.13297880000027362
map_0198,training,False,False,POLIMI_2023,1400,1,1.2,0.2,max_dTdt,constant_volume,completed,0.00019294703802742245,2861.330511209814,2881.1786684556846,1761,True,,0.1775960999984818
map_0199,training,False,False,POLIMI_2023,1400,1,0.7,0.7,max_dTdt,constant_volume,completed,2.864086253508213e-05,2760.989504097317,2760.989504104429,1595,True,,0.15222410000205855
map_0200,training,False,False,POLIMI_2023,1400,5,0.6,0.3,max_dTdt,constant_volume,completed,2.5984542202164128e-05,2705.696817292171,2705.6968173445525,1712,True,,0.12566850000075647
map_0201,training,False,False,POLIMI_2023,1400,1,1.3,0.7,max_dTdt,constant_volume,completed,3.1241307243876745e-05,2900.0820092521317,2900.082009273781,1606,True,,0.11525829999663983
map_0202,training,False,False,POLIMI_2023,1050,5,1.4,0.0,max_dTdt,constant_volume,completed,0.6684576163959386,2710.9382016997497,2723.943617096465,3507,True,,0.2984681999987515
map_0203,training,False,False,POLIMI_2023,1800,5,0.6,0.7,max_dTdt,constant_volume,completed,1.8691093878400603e-06,2944.6372754868767,2946.06405614757,1415,True,,0.11127190000115661
map_0204,training,False,False,POLIMI_2023,1600,10,0.8,0.5,max_dTdt,constant_volume,completed,2.8526235944907186e-06,3049.170765099853,3049.170765148275,1526,True,,0.14372849999926984
map_0205,training,False,False,POLIMI_2023,1400,20,0.6,0.7,max_dTdt,constant_volume,completed,2.5063673922178066e-06,2800.1931915491614,2801.6309382117597,1339,True,,0.1334277000023576
map_0206,training,False,False,POLIMI_2023,1800,20,0.6,0.4,max_dTdt,constant_volume,completed,1.223484387946301e-06,2998.638119289079,3000.8164746450066,1333,True,,0.09412549999979092
map_0207,training,False,False,POLIMI_2023,1050,10,0.8,0.5,max_dTdt,constant_volume,completed,0.0024415985040347867,2790.8862377741475,2790.886237822656,2126,True,,0.1625808999997389
map_0208,training,False,False,POLIMI_2023,850,1,0.6,0.4,max_dTdt,constant_volume,completed,1.2462134405359375,2354.429389036114,2354.429389091911,2583,True,,0.20363080000242917
map_0209,training,False,False,POLIMI_2023,950,1,1.0,0.0,max_dTdt,constant_volume,no_ignition,,954.3521661392147,954.3521661392147,354,False,temperature rise below 10 K or insufficient steps,0.05186179999873275
map_0210,training,False,False,POLIMI_2023,850,1,1.2,0.4,max_dTdt,constant_volume,completed,0.8673000826679863,2710.144203450108,2710.144203467114,2594,True,,0.23616289999699802
map_0211,training,False,False,POLIMI_2023,850,20,1.0,0.0,max_dTdt,constant_volume,no_ignition,,903.3767496202801,903.3767496202801,737,False,criterion maximum occurred at integration boundary,0.6909531999990577
map_0212,training,False,False,POLIMI_2023,1200,1,1.4,0.0,max_dTdt,constant_volume,completed,0.22377893706441201,2723.939104115653,2805.60785468021,3122,True,,0.2341216999993776
map_0213,training,False,False,POLIMI_2023,1050,10,1.1,0.2,max_dTdt,constant_volume,completed,0.0039054056924437614,2900.8839127379324,2900.8839127735014,2522,True,,0.21770330000072136
map_0214,training,False,False,POLIMI_2023,1200,20,1.4,0.1,max_dTdt,constant_volume,completed,0.0006272373925313437,2872.206957075961,2872.206957076972,2578,True,,0.1983494999985851
map_0215,training,False,False,POLIMI_2023,850,1,0.9,0.7,max_dTdt,constant_volume,completed,0.9375590204950633,2704.5688605774553,2704.5688606076137,2466,True,,0.23527779999858467
map_0216,training,False,False,POLIMI_2023,850,20,1.0,0.7,max_dTdt,constant_volume,completed,0.21158667946664608,2920.1994506138813,2920.1994506555484,2812,True,,0.24418340000192984
map_0217,training,False,False,POLIMI_2023,1800,20,1.1,0.4,max_dTdt,constant_volume,completed,1.3389638133118326e-06,3280.999135350769,3280.9991354914728,1507,True,,0.15157620000172756
map_0218,training,False,False,POLIMI_2023,1200,1,0.8,0.5,max_dTdt,constant_volume,completed,0.0001169867156921747,2739.5369934974165,2739.5369935304784,1654,True,,0.12612799999988056
map_0219,training,False,False,POLIMI_2023,1200,1,0.6,0.05,max_dTdt,constant_volume,completed,0.005321430246566644,2509.8864794545298,2509.8864794567126,2501,True,,0.21862680000049295
map_0220,training,False,False,POLIMI_2023,1200,1,1.1,0.4,max_dTdt,constant_volume,completed,0.0001761649026179249,2826.7685181181923,2826.7685181299257,1707,True,,0.17567369999960647
map_0221,training,False,False,POLIMI_2023,1800,5,1.4,0.4,max_dTdt,constant_volume,completed,4.97472441368974e-06,3126.154113102523,3126.15411315197,1419,True,,0.14139860000068438
map_0222,training,False,False,POLIMI_2023,1800,10,0.6,0.2,max_dTdt,constant_volume,completed,5.622699119883511e-06,2943.6451518403724,2944.7095719469276,1645,True,,0.15784780000103638
map_0223,training,False,False,POLIMI_2023,850,10,1.3,0.5,max_dTdt,constant_volume,completed,0.3225321798105862,2789.5780583220853,2789.578058350097,3027,True,,0.25575889999890933
map_0224,training,False,False,POLIMI_2023,1200,10,0.7,0.2,max_dTdt,constant_volume,completed,0.00032993284555407675,2716.45805962545,2716.6900622462467,2220,True,,0.15591719999792986
map_0225,training,False,False,POLIMI_2023,1200,10,1.2,0.5,max_dTdt,constant_volume,completed,4.054406788410268e-05,2999.6997363764644,2999.6997363995565,1822,True,,0.15271450000000186
map_0226,training,False,False,POLIMI_2023,1600,10,1.2,0.5,max_dTdt,constant_volume,completed,3.1127370136432065e-06,3155.346457368647,3155.346457377074,1518,True,,0.1483823000016855
map_0227,training,False,False,POLIMI_2023,1800,1,1.2,0.5,max_dTdt,constant_volume,completed,1.6083834032923865e-05,2981.8951937067504,2981.895193710577,1409,True,,0.10669439999765018
map_0228,training,False,False,POLIMI_2023,850,10,0.8,0.2,max_dTdt,constant_volume,completed,0.4091698681754593,2627.3422395653643,2627.342239599583,3192,True,,0.23430999999982305
map_0229,training,False,False,POLIMI_2023,1200,5,0.6,0.5,max_dTdt,constant_volume,completed,4.0371955071264733e-05,2614.048548331735,2614.0485483765365,1615,True,,0.12460470000223722
map_0230,training,False,False,POLIMI_2023,1600,1,0.6,0.5,max_dTdt,constant_volume,completed,2.379116447358431e-05,2743.124953386727,2743.124953403525,1594,True,,0.1327502000021923
map_0231,training,False,False,POLIMI_2023,1400,5,1.4,0.05,max_dTdt,constant_volume,completed,0.0003950523221279626,2917.2749732731977,2951.2476454016382,2360,True,,0.2124230000008538
map_0232,training,False,False,POLIMI_2023,850,10,1.4,0.2,max_dTdt,constant_volume,completed,0.32732628839668165,2652.995125366639,2657.783041326698,3562,True,,0.2791821000027994
map_0233,training,False,False,POLIMI_2023,1800,20,1.2,0.7,max_dTdt,constant_volume,completed,5.39329352361766e-07,3311.4153299430554,3311.4153300116227,1397,True,,0.12004379999780213
map_0234,training,False,False,POLIMI_2023,850,10,0.8,0.7,max_dTdt,constant_volume,completed,0.39235006163369907,2717.0952590924157,2717.0952591129967,2652,True,,0.22774540000318666
map_0235,training,False,False,POLIMI_2023,1400,10,1.0,0.7,max_dTdt,constant_volume,completed,3.7077950572516256e-06,3091.910917251983,3091.910917358334,1542,True,,0.134413299998414
map_0236,training,False,False,POLIMI_2023,1600,20,0.9,0.7,max_dTdt,constant_volume,completed,9.315640279829901e-07,3182.896797992216,3182.8967980713464,1429,True,,0.13172489999851678
map_0237,training,False,False,POLIMI_2023,850,20,1.2,0.2,max_dTdt,constant_volume,completed,0.20825756495379247,2783.8446254528085,2783.8446254568184,3376,True,,0.27725940000163973
map_0238,training,False,False,POLIMI_2023,1050,10,1.1,0.7,max_dTdt,constant_volume,completed,0.0017849835142738652,2980.396633994513,2980.3966339983663,2031,True,,0.18096969999896828
map_0239,training,False,False,POLIMI_2023,1400,5,0.9,0.5,max_dTdt,constant_volume,completed,1.1105464330814639e-05,2978.2104757759125,2978.2104758069636,1572,True,,0.13463310000224737
map_0240,training,False,False,POLIMI_2023,1200,5,1.1,0.05,max_dTdt,constant_volume,completed,0.003446047865093352,2901.9312924417613,2901.931292500846,2598,True,,0.22237010000026203
map_0241,interpolation_holdout,True,False,POLIMI_2023,1600,10,1.0,0.1,max_dTdt,constant_volume,completed,3.0166199075158375e-05,3101.7872938862747,3101.7872940047378,1904,True,,0.14488739999796962
map_0242,interpolation_holdout,True,False,POLIMI_2023,1200,10,1.1,0.5,max_dTdt,constant_volume,completed,4.069728912822767e-05,3010.1405524331453,3010.1405524479055,1712,True,,0.16772169999967446
map_0243,interpolation_holdout,True,False,POLIMI_2023,1400,20,1.4,0.2,max_dTdt,constant_volume,completed,2.7642660976820115e-05,3019.2392821086587,3019.2392821280064,2039,True,,0.19641740000224672
map_0244,interpolation_holdout,True,False,POLIMI_2023,1800,5,1.4,0.2,max_dTdt,constant_volume,completed,1.2484682476412321e-05,3106.023338611828,3170.361607561829,1662,True,,0.1295719999980065
map_0245,interpolation_holdout,True,False,POLIMI_2023,1800,20,0.6,0.05,max_dTdt,constant_volume,completed,1.21419765219798e-05,2963.3956795765735,2968.5150742309015,1825,True,,0.13421159999779775
map_0246,interpolation_holdout,True,False,POLIMI_2023,1800,20,1.3,0.0,max_dTdt,constant_volume,completed,2.470935872980908e-05,3222.652970807709,3222.652970837388,1991,True,,0.14226069999858737
map_0247,interpolation_holdout,True,False,POLIMI_2023,1600,5,0.6,0.05,max_dTdt,constant_volume,completed,9.468314649495304e-05,2789.013684781386,2789.0136848180705,1838,True,,0.152469700002257
map_0248,interpolation_holdout,True,False,POLIMI_2023,1400,20,0.7,0.2,max_dTdt,constant_volume,completed,3.1219999881698014e-05,2858.1531533336515,2860.2658888554383,1901,True,,0.16998259999672882
map_0249,interpolation_holdout,True,False,POLIMI_2023,1600,5,1.0,0.4,max_dTdt,constant_volume,completed,7.717710636258373e-06,3068.3934907928547,3068.393490857544,1544,True,,0.11915959999896586
map_0250,interpolation_holdout,True,False,POLIMI_2023,1400,5,1.3,0.1,max_dTdt,constant_volume,completed,0.00015447219712941737,2956.0766741009857,2973.2659644012588,2157,True,,0.19080790000225534
map_0251,interpolation_holdout,True,False,POLIMI_2023,1800,5,0.8,0.2,max_dTdt,constant_volume,completed,1.0514896207950037e-05,3045.5666605391752,3045.566660555422,1631,True,,0.11000929999863729
map_0252,interpolation_holdout,True,False,POLIMI_2023,1400,10,1.2,0.3,max_dTdt,constant_volume,completed,1.807068081469953e-05,3054.2790960029834,3054.2790960442067,1821,True,,0.1342664000003424
map_0253,interpolation_holdout,True,False,POLIMI_2023,1800,10,1.1,0.3,max_dTdt,constant_volume,completed,3.6765710720000218e-06,3204.08365424965,3204.0836542816287,1451,True,,0.09972440000274219
map_0254,interpolation_holdout,True,False,POLIMI_2023,1400,10,0.9,0.3,max_dTdt,constant_volume,completed,1.739833272628052e-05,3006.8343481984566,3006.834348203837,1719,True,,0.17407770000136225
map_0255,interpolation_holdout,True,False,POLIMI_2023,1800,5,1.1,0.0,max_dTdt,constant_volume,completed,7.808508237071539e-05,3111.680850319906,3125.7299554377596,1921,True,,0.1341482999996515
map_0256,interpolation_holdout,True,False,POLIMI_2023,1800,10,0.8,0.0,max_dTdt,constant_volume,completed,3.935809836010468e-05,3085.8994165420095,3085.8994166124144,1944,True,,0.19466079999983776
map_0257,interpolation_holdout,True,False,POLIMI_2023,1600,10,1.4,0.05,max_dTdt,constant_volume,completed,6.471324708736432e-05,3058.607141179299,3081.8805424982816,2185,True,,0.17390610000074957
map_0258,interpolation_holdout,True,False,POLIMI_2023,1800,20,1.0,0.0,max_dTdt,constant_volume,completed,2.385230461129372e-05,3229.27256218366,3229.2725622200383,1903,True,,0.17302489999929094
map_0259,interpolation_holdout,True,False,POLIMI_2023,1400,5,0.9,0.1,max_dTdt,constant_volume,completed,0.0001471078550948797,2936.306201776195,2936.3062018834135,2097,True,,0.16853919999994105
map_0260,interpolation_holdout,True,False,POLIMI_2023,1600,20,0.8,0.05,max_dTdt,constant_volume,completed,4.053913653105901e-05,3046.2249369116994,3046.224936948031,1993,True,,0.1812281000020448
map_0261,interpolation_holdout,True,False,POLIMI_2023,1600,20,1.1,0.2,max_dTdt,constant_volume,completed,8.017190106917941e-06,3183.5531632545194,3183.5531633218775,1789,True,,0.1414952999984962
map_0262,interpolation_holdout,True,False,POLIMI_2023,1200,5,1.0,0.4,max_dTdt,constant_volume,completed,6.0972676567565906e-05,2934.5403043669126,2934.54030437857,1799,True,,0.14346730000033858
map_0263,interpolation_holdout,True,False,POLIMI_2023,1800,10,1.2,0.1,max_dTdt,constant_volume,completed,1.3178750076238674e-05,3186.188138703281,3187.083522758257,1704,True,,0.15652240000054007
map_0264,interpolation_holdout,True,False,POLIMI_2023,1400,5,1.1,0.2,max_dTdt,constant_volume,completed,5.2770910119917125e-05,2996.051236746404,2996.051236748375,1888,True,,0.16384990000005928
map_0265,interpolation_holdout,False,False,POLIMI_2023,1200,5,1.0,0.2,max_dTdt,constant_volume,completed,0.00024541825948618207,2910.211994685558,2910.211994758706,2144,True,,0.20361870000124327
map_0266,interpolation_holdout,False,False,POLIMI_2023,1800,20,1.4,0.7,max_dTdt,constant_volume,completed,5.619115553352527e-07,3290.31134085615,3290.311340894234,1381,True,,0.09641589999955613
map_0267,interpolation_holdout,False,False,POLIMI_2023,1800,1,0.7,0.7,max_dTdt,constant_volume,completed,9.100604712458963e-06,2887.0589284245802,2887.0589284558555,1429,True,,0.1156327999997302
map_0268,interpolation_holdout,False,False,POLIMI_2023,850,1,1.4,0.7,max_dTdt,constant_volume,completed,0.7507768888697843,2704.6461738747557,2704.646173895636,2433,True,,0.20245689999865135
map_0269,interpolation_holdout,False,False,POLIMI_2023,1800,20,0.6,0.5,max_dTdt,constant_volume,completed,8.571381936556276e-07,3008.469100554064,3010.5366626261207,1334,True,,0.12225340000077267
map_0270,interpolation_holdout,False,False,POLIMI_2023,1800,1,1.4,0.0,max_dTdt,constant_volume,completed,0.0003884742470416319,2936.5347249892584,3143.4699940869255,2101,True,,0.18119579999984126
map_0271,interpolation_holdout,False,False,POLIMI_2023,850,20,0.7,0.7,max_dTdt,constant_volume,completed,0.25602538062805036,2597.5684302613686,2597.5684303134835,2809,True,,0.25596389999918756
map_0272,interpolation_holdout,False,False,POLIMI_2023,850,1,0.6,0.7,max_dTdt,constant_volume,completed,1.1625280540266405,2399.7579217336583,2399.7579218268384,2344,True,,0.17120950000025914
map_0273,interpolation_holdout,False,False,POLIMI_2023,1800,1,0.6,0.05,max_dTdt,constant_volume,completed,0.00015311444248343147,2788.3355710911687,2788.3355711000986,1750,True,,0.13390650000292226
map_0274,interpolation_holdout,False,False,POLIMI_2023,850,20,1.4,0.5,max_dTdt,constant_volume,completed,0.1896692486246686,2753.2188014295425,2753.2188014392937,3196,True,,0.24302430000170716
map_0275,interpolation_holdout,False,False,POLIMI_2023,850,1,1.4,0.0,max_dTdt,constant_volume,no_ignition,,850.0938475258962,850.0938475258962,215,False,temperature rise below 10 K or insufficient steps,0.041161500001180684
map_0276,interpolation_holdout,False,False,POLIMI_2023,850,1,0.6,0.05,max_dTdt,constant_volume,completed,4.369194594685296,1127.133723660205,1127.133723660205,1273,True,,0.09929170000032173
map_0277,interpolation_holdout,False,False,POLIMI_2023,850,20,0.6,0.05,max_dTdt,constant_volume,completed,0.3529751883123805,2325.0805869067717,2329.9446230117205,4070,True,,0.30314849999922444
map_0278,interpolation_holdout,False,False,POLIMI_2023,1600,1,1.4,0.7,max_dTdt,constant_volume,completed,1.679026414873283e-05,2940.027530695065,2940.0275307414686,1521,True,,0.1469799000005878
map_0279,interpolation_holdout,False,False,POLIMI_2023,1400,20,1.4,0.0,max_dTdt,constant_volume,completed,0.0008319168418334584,2976.2219153064375,2976.221915311581,2574,True,,0.2308179999999993
map_0280,interpolation_holdout,False,False,POLIMI_2023,1400,5,1.0,0.7,max_dTdt,constant_volume,completed,6.518865070044984e-06,3033.4382960375538,3033.438296111863,1555,True,,0.14882869999928516
map_0281,interpolation_holdout,False,False,POLIMI_2023,1800,20,1.1,0.3,max_dTdt,constant_volume,completed,2.0704474109545336e-06,3271.582755266165,3271.5827552696146,1527,True,,0.09649220000210335
map_0282,interpolation_holdout,False,False,POLIMI_2023,950,1,1.0,0.4,max_dTdt,constant_volume,completed,0.0025019152764187433,2741.889579534128,2741.88957954509,2073,True,,0.1808683999988716
map_0283,interpolation_holdout,False,False,POLIMI_2023,1600,1,1.0,0.3,max_dTdt,constant_volume,completed,5.246149293389307e-05,2910.4288152767413,2910.4288152821764,1508,True,,0.11686600000030012
map_0284,interpolation_holdout,False,False,POLIMI_2023,1600,5,1.4,0.4,max_dTdt,constant_volume,completed,8.631887175352414e-06,3055.5658720787274,3055.5658721166933,1467,True,,0.14318890000140527
map_0285,interpolation_holdout,False,False,POLIMI_2023,850,10,1.3,0.0,max_dTdt,constant_volume,no_ignition,,859.5465065518133,859.5465065518133,517,False,temperature rise below 10 K or insufficient steps,0.05387250000057975
map_0286,interpolation_holdout,False,False,POLIMI_2023,1400,20,0.8,0.0,max_dTdt,constant_volume,completed,0.0008622840305056581,2933.846356949237,2933.8463570394592,2499,True,,0.18351470000197878
map_0287,interpolation_holdout,False,False,POLIMI_2023,950,5,0.6,0.4,max_dTdt,constant_volume,completed,0.04243259890757056,2441.573281916628,2441.573281924354,2475,True,,0.19035000000076252
map_0288,interpolation_holdout,False,False,POLIMI_2023,1600,5,0.6,0.2,max_dTdt,constant_volume,completed,1.9795190625393803e-05,2804.422410662073,2804.422410721601,1635,True,,0.11451619999934337
