design_id,pressure_bar,equivalence_ratio,cracking_ratio,reference_mixture_class,reference_points,reference_campaigns,inside_air_like_4d_hull,nearest_extended_distance,third_nearest_extended_distance,fifth_nearest_extended_distance,neighbors_within_0_5,loso_hull_pass_count,loso_hull_fold_count,loso_hull_pass_fraction,loso_hull_failed_campaigns
screen_0030,5,0.9,0.4,air_like_only,1289,14,True,0.1635548491311137,0.1950073189105195,0.1950073189105195,117,13,14,0.9285714285714286,campaign_7a82b8df233e
screen_0039,5,1.0,0.5,air_like_only,1289,14,True,0.2357058544920603,0.2486616053157048,0.2552531990815914,81,13,14,0.9285714285714286,campaign_7a82b8df233e
screen_0046,5,1.1,0.4,air_like_only,1289,14,True,0.115651614997055,0.1810666379457064,0.1887394705001178,125,13,14,0.9285714285714286,campaign_7a82b8df233e
