design_id,temperature_K,pressure_bar,residence_time_ms,equivalence_ratio,cracking_ratio,psr_fraction,heat_loss_W_per_K,design_role,mechanism_id,status,runtime_s,total_residence_time_s,ambient_temperature_K,psr_temperature_K,outlet_temperature_K,psr_steps,pfr_steps,converged,failure_reason,steady_mass_flow_kg_per_s,fuel_heat_input_W,X_NO,X_NO2,X_N2O,X_NH3,X_H2,X_O2,X_H2O,X_dry_NO,X_dry_NO2,X_dry_N2O,X_dry_NH3,X_dry_H2,X_dry_O2,Y_NO,Y_NO2,Y_N2O,Y_NH3,Y_H2,Y_O2,Y_H2O,EI_g_per_MJ_NO,EI_g_per_MJ_NO2,EI_g_per_MJ_N2O,EI_g_per_MJ_NH3,X_dry_O2corr15_NO,X_dry_O2corr15_NO2,X_dry_O2corr15_N2O,X_dry_O2corr15_NH3,EI_g_per_MJ_NOx_NO2eq
reactor_0048,750,10,10,1.0,0.7,0.5,0.0,primary_map,MEI_2019,completed,0.114117800000713,0.01,300.0,2501.619644477886,2520.54021752517,630,550,True,,0.2357036453350588,685266.2551353248,0.0029791119081273,8.67303458673938e-07,4.050270665409812e-07,1.1019539331376576e-07,0.0113927372809947,0.0029087313157061,0.2940912647470282,0.0042202508048858,1.2286339796647058e-06,5.737668997619563e-07,1.5610430613849222e-07,0.016139107949857,0.0041205486919832,0.003618358254542,1.6150752250370213e-06,7.215753027087855e-07,7.596616984020779e-08,0.0009296837761843,0.0037674117029851,0.2144534480568758,1.2445676761879174,0.0005555200116433,0.0002481924769498,2.612926438343771e-05,0.0012153234299418,3.538149108532936e-07,1.6523007490420204e-07,4.495401565833194e-08,1.908732798193854
reactor_0095,750,10,10,1.2,0.5,0.5,0.0,primary_map,MEI_2019,completed,0.1035089999995761,0.01,300.0,2398.717863151592,2417.674918462608,610,588,True,,0.2348077549428469,775626.5157477133,0.0003990055087971,1.4928193823046812e-08,4.228075538747564e-08,1.8902479814989164e-06,0.0578777908545522,3.811484302247535e-05,0.285067046882758,0.0005581019969179,2.0880550767672805e-08,5.9139469237113233e-08,2.6439513988788463e-06,0.0809555505900157,5.331247196857758e-05,0.0005071170888414,2.9089318662763595e-08,7.882154777421187e-08,1.3635786129218002e-06,0.0049422387657212,5.165807500378854e-05,0.2175216716729905,0.1535210861237928,8.806297192452212e-06,2.3861884938450305e-05,0.0004128002669939,0.0001575905232464,5.896013523197978e-09,1.6699133765983153e-08,7.465690620863494e-07,0.23538809009842454
reactor_0245,750,10,10,0.7,0.1,0.3,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.1005501999998159,0.01,300.0,2079.1982831887844,2083.488575517439,600,598,True,,0.4955035579030167,970098.9129014758,0.0078780007712351,1.619793521787135e-05,6.875543856300064e-07,4.2343467700121077e-10,0.000183982428553,0.046183540463761,0.2348845229701638,0.0102964859655139,2.1170575820464944e-05,8.986282545205849e-07,5.534258418676567e-10,0.0002404636085356,0.060361529534136,0.0091490400721478,2.8841384115892336e-05,1.1712225738406223e-06,2.7911165782205835e-10,1.4355498589619815e-05,0.0571954476089971,0.163772158669713,4.673113068014508,0.0147314961950932,0.000598232762367,1.4256362692892253e-07,0.0040870487301256,8.403369393486122e-06,3.566981471925922e-07,2.1967478922417044e-10,7.179571420428546
reactor_0246,750,10,10,0.7,0.1,0.5,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.1168899000003875,0.01,300.0,2081.306292921232,2084.191783546072,620,588,True,,0.29730213474181,582059.3477408855,0.0075494190161934,1.5532277770901644e-05,6.88072760478579e-07,4.2102470259661244e-10,0.0001845554849668,0.0463463748023669,0.2348792321142502,0.0098669639265637,2.0300426315471516e-05,8.992995476778436e-07,5.502722188028247e-10,0.0002412109208286,0.0605739338777006,0.0087674707969602,2.765622348453804e-05,1.1721090775726232e-06,2.775239185791047e-10,1.4400254812491476e-05,0.0573972778502421,0.1637689547612097,4.478216515789263,0.0141261442029276,0.0005986855674856,1.4175264731288238e-07,0.003922160620949,8.069506818471655e-06,3.574754401243361e-07,2.1873557494015526e-10,6.880149716647961
reactor_0247,750,10,10,0.7,0.1,0.7,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.1009208999994371,0.01,300.0,2082.3821311238885,2084.546881945038,620,529,True,,0.2123586676727214,415756.6769577754,0.0073834685493539,1.5195730728366672e-05,6.883583290042272e-07,4.1970203874143327e-10,0.0001848457214846,0.0464286125481622,0.234876554487062,0.0096500356807182,1.9860495476229293e-05,8.996696324509473e-07,5.485415996631307e-10,0.0002415894096157,0.0606812048701979,0.0085747581104993,2.7057020309328646e-05,1.1725972920594775e-06,2.7665248223110505e-10,1.4422922632484258e-05,0.0574992106990974,0.1637673333175543,4.379783437961318,0.0138200854069899,0.0005989349358872,1.4130753825732398e-07,0.0038387050317129,7.900342178966918e-06,3.578811995347736e-07,2.1820534849815367e-10,6.728925579127579
reactor_0248,750,10,10,1.0,0.3,0.3,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.1063082999999096,0.01,300.0,2411.360121748863,2440.513885500965,710,631,True,,0.4062516037225262,1118943.9561169874,0.0027791559514688,7.639793090210798e-07,3.160582341892692e-07,9.736819015607756e-08,0.0090156880345148,0.0021692676871456,0.2979911399404705,0.0039588616463233,1.0882758786780774e-06,4.502197225295246e-07,1.3869937503042466e-07,0.0128426983581807,0.0030900859099723,0.003369078624531,1.4199621079712446e-06,5.620024447392931e-07,6.699576801901943e-08,0.0007343101427101,0.0028043105434267,0.2168841134806623,1.2232012039572775,0.0005155413552528,0.0002040445307588,2.432395121449977e-05,0.0011343447845398,3.11827029435472e-07,1.290028396477701e-07,3.9741957850641317e-08,1.8759336392972221
reactor_0249,750,10,10,1.0,0.3,0.7,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.1091141000006246,0.01,300.0,2418.8305627028403,2435.814531316036,690,540,True,,0.1741078301667969,479547.4097644233,0.0040114549222384,1.0260829044690037e-06,3.347821863878443e-07,1.4346927626210804e-07,0.0095011794656191,0.0018577229558306,0.2975542915473051,0.0057106974588465,1.4607291241471136e-06,4.765951053004258e-07,2.042425123190425e-07,0.0135258559505585,0.002644649876106,0.0048638516804043,1.907470318194523e-06,5.954065594973406e-07,9.873459707337149e-08,0.0007739953490159,0.002402005975784,0.2166061516890381,1.7659039441883937,0.0006925394892062,0.000216172461847,3.584727205029108e-05,0.0016327715751961,4.1764373093760925e-07,1.362654818294881e-07,5.839590889981097e-08,2.7081851461378257
reactor_0250,750,10,10,1.2,0.5,0.3,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.1432537999999112,0.01,300.0,2394.924858460794,2418.214258844957,620,678,True,,0.3913462582380783,1292710.8595795222,0.0003269192106971,1.2274522435530196e-08,3.920567494563616e-08,1.5897599030905e-06,0.0578101326479741,3.8428494920592856e-05,0.2851422284015252,0.0004573206359163,1.71705798316824e-08,5.484402143096154e-08,2.2238828005404204e-06,0.080869418987649,5.375684009794551e-05,0.0004154857225174,2.3917577892630743e-08,7.308655047145068e-08,1.1467777177751778e-06,0.0049363057494174,5.208153399527881e-05,0.2175721802282858,0.1257812461724375,7.240640507532637e-06,2.21257119042336e-05,0.0003471674779835,0.000129133298168,4.848444244551387e-09,1.5486266780831495e-08,6.279561826410697e-07,0.19285566548699115
reactor_0251,750,10,10,1.2,0.5,0.7,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.1112239000003683,0.01,300.0,2400.797722018742,2416.329757200896,600,541,True,,0.1677198249591764,554018.9398197952,0.0005784904895307,2.14540792220914e-08,5.2257896858192584e-08,2.60552350092616e-06,0.0580463670341532,3.7350010942832245e-05,0.2848795855819368,0.0008089413724841,3.0000652742587253e-08,7.307566083219425e-08,3.643475208362541e-06,0.0811700601239151,5.222898156700814e-05,0.0007352918510617,4.1809053853369847e-08,9.742901764193666e-08,1.8797087719561527e-06,0.0049570237061795,5.062546111318043e-05,0.2173957351229988,0.2225971202249746,1.2656980998297312e-05,2.949498042461376e-05,0.0005690499070469,0.0002284185217383,8.471200736841064e-09,2.0634170769493933e-08,1.0287979443170323e-06,0.34129965577491245
reactor_0252,750,10,10,1.0,0.7,0.3,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.1273899999996501,0.01,300.0,2495.6130595915088,2521.006022331982,660,589,True,,0.3928394088917647,1142110.4252255412,0.0028410559810832,8.320495810804372e-07,4.039024115977804e-07,1.0549387905237288e-07,0.0113458236475629,0.0029465673045014,0.2941300416738539,0.0040248999799061,1.17875760438014e-06,5.722051304684622e-07,1.4945228622922862e-07,0.0160735324031464,0.0041743769794208,0.0034506240273486,1.549401553820702e-06,7.195602498224801e-07,7.272389926987469e-08,0.0009258407725428,0.0038163565745679,0.2144783188182549,1.1868739425468913,0.0005329309470393,0.0002474993809345,2.5014055533062935e-05,0.0011593720322315,3.395410087508475e-07,1.648236299725418e-07,4.3049715936362925e-08,1.820253893146092
reactor_0253,750,10,10,1.0,0.7,0.7,0.0,psr_fraction_sensitivity,MEI_2019,completed,0.0998064999994312,0.01,300.0,2504.958560659369,2519.2339785368367,610,472,True,,0.1683597466678991,489475.896525232,0.0033617767425068,9.625025456385478e-07,4.090465908939013e-07,1.235897295675708e-07,0.0115253394888394,0.0028051803547726,0.2939809269565512,0.0047615947937712,1.363281223394534e-06,5.793704540170805e-07,1.7505154504510817e-07,0.0163244024543939,0.003973235939194,0.0040833187078151,1.7924342218409791e-06,7.287692750710683e-07,8.520377484784366e-08,0.0009405471238953,0.0036334561895075,0.2143826952320753,1.4044951101623993,0.0006165242735143,0.0002506669100589,2.93066237793636e-05,0.0013702313164791,3.923077679576646e-07,1.6672387599537957e-07,5.037411191154701e-08,2.153995330268837
