dataset_id,campaign_id,observable_class,observable,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,apparatus
x20100061:gdg1:p7:laminar burning velocity,campaign_b661f10f22f4,LBV,laminar burning velocity,423.0,100000.0,1.4,0.4999993644636009,outwardly propagating spherical flame; constant volume combustion chamber
x20100062:gdg1:p1:laminar burning velocity,campaign_b661f10f22f4,LBV,laminar burning velocity,473.0,100000.0,0.8,0.4999999999999999,outwardly propagating spherical flame; constant volume combustion chamber
x20100062:gdg1:p2:laminar burning velocity,campaign_b661f10f22f4,LBV,laminar burning velocity,473.0,100000.0,0.9,0.5,outwardly propagating spherical flame; constant volume combustion chamber
x20100062:gdg1:p3:laminar burning velocity,campaign_b661f10f22f4,LBV,laminar burning velocity,473.0,100000.0,1.0,0.5000008064216973,outwardly propagating spherical flame; constant volume combustion chamber
x20100062:gdg1:p4:laminar burning velocity,campaign_b661f10f22f4,LBV,laminar burning velocity,473.0,100000.0,1.1,0.499999247954059,outwardly propagating spherical flame; constant volume combustion chamber
x20100062:gdg1:p5:laminar burning velocity,campaign_b661f10f22f4,LBV,laminar burning velocity,473.0,100000.0,1.2,0.4999992932632439,outwardly propagating spherical flame; constant volume combustion chamber
x20100062:gdg1:p6:laminar burning velocity,campaign_b661f10f22f4,LBV,laminar burning velocity,473.0,100000.0,1.3,0.5000000000000001,outwardly propagating spherical flame; constant volume combustion chamber
x20100062:gdg1:p7:laminar burning velocity,campaign_b661f10f22f4,LBV,laminar burning velocity,473.0,100000.0,1.4,0.4999993644636009,outwardly propagating spherical flame; constant volume combustion chamber
x20100063:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,472.0,296000.0,1.1,0.033897289671768,outwardly propagating spherical flame; constant volume combustion chamber
x20100064:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,474.0,295000.0,0.8,0.0689647558448918,outwardly propagating spherical flame; constant volume combustion chamber
x20100064:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,475.0,296000.0,0.9,0.0689651709147761,outwardly propagating spherical flame; constant volume combustion chamber
x20100064:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,476.0,297000.0,1.0,0.0689658360686052,outwardly propagating spherical flame; constant volume combustion chamber
x20100064:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,473.0,293000.0,1.1,0.068966109900057,outwardly propagating spherical flame; constant volume combustion chamber
x20100064:gdg1:p5:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,476.0,297000.0,1.2,0.0689655172413793,outwardly propagating spherical flame; constant volume combustion chamber
x20100064:gdg1:p6:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,476.0,298000.0,1.3,0.0689655172413793,outwardly propagating spherical flame; constant volume combustion chamber
x20100064:gdg1:p7:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,475.0,298000.0,1.4,0.0689657653595374,outwardly propagating spherical flame; constant volume combustion chamber
x20100065:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,470.0,292000.0,1.1,0.1428565237552492,outwardly propagating spherical flame; constant volume combustion chamber
x20100066:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,470.0,294000.0,1.1,0.2222212503553388,outwardly propagating spherical flame; constant volume combustion chamber
x20100067:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,474.0,490000.00000000006,1.1,0.1428565237552492,outwardly propagating spherical flame; constant volume combustion chamber
x20100067:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,473.0,490000.00000000006,1.1,0.068966109900057,outwardly propagating spherical flame; constant volume combustion chamber
x20100067:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,473.0,490000.00000000006,1.1,0.033897289671768,outwardly propagating spherical flame; constant volume combustion chamber
x20100067:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,468.0,493000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20100068:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,475.0,696000.0,1.1,0.1428565237552492,outwardly propagating spherical flame; constant volume combustion chamber
x20100068:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,475.0,697000.0,1.1,0.068966109900057,outwardly propagating spherical flame; constant volume combustion chamber
x20100068:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,473.0,697000.0,1.1,0.033897289671768,outwardly propagating spherical flame; constant volume combustion chamber
x20100068:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,468.0,695000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20100069:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,476.0,955000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20100070:gdg1:p1:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,100000.0,0.8,0.3076940363493357,outwardly propagating spherical flame; constant volume combustion chamber
x20100070:gdg1:p2:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,100000.0,0.9,0.3076915196765563,outwardly propagating spherical flame; constant volume combustion chamber
x20100070:gdg1:p3:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,100000.0,1.0,0.3076908537622621,outwardly propagating spherical flame; constant volume combustion chamber
x20100070:gdg1:p4:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,100000.0,1.1,0.3076929847079101,outwardly propagating spherical flame; constant volume combustion chamber
x20100070:gdg1:p5:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,100000.0,1.2,0.3076935784742251,outwardly propagating spherical flame; constant volume combustion chamber
x20100070:gdg1:p6:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,100000.0,1.4,0.3076923076923077,outwardly propagating spherical flame; constant volume combustion chamber
x20100070:gdg1:p7:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,100000.0,1.6,0.3076923076923077,outwardly propagating spherical flame; constant volume combustion chamber
x20100070:gdg1:p8:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,100000.0,1.8,0.3076923076923077,outwardly propagating spherical flame; constant volume combustion chamber
x20100071:gdg1:p1:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,500000.0,1.0,0.3076908537622621,outwardly propagating spherical flame; constant volume combustion chamber
x20100071:gdg1:p2:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,500000.0,1.1,0.3076929847079101,outwardly propagating spherical flame; constant volume combustion chamber
x20100071:gdg1:p3:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,500000.0,1.2,0.3076935784742251,outwardly propagating spherical flame; constant volume combustion chamber
x20100071:gdg1:p4:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,500000.0,1.4,0.3076923076923077,outwardly propagating spherical flame; constant volume combustion chamber
x20100071:gdg1:p5:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,500000.0,1.6,0.3076923076923077,outwardly propagating spherical flame; constant volume combustion chamber
x20100071:gdg1:p6:laminar burning velocity,campaign_629a30b39091,LBV,laminar burning velocity,298.0,500000.0,1.8,0.3076923076923077,outwardly propagating spherical flame; constant volume combustion chamber
x20100072:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,0.7,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100072:gdg1:p2:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,0.8,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100072:gdg1:p3:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,0.9,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100072:gdg1:p4:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100072:gdg1:p5:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.1,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100072:gdg1:p6:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.2,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100072:gdg1:p7:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.3,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100072:gdg1:p8:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.4,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100073:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,0.8,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100073:gdg1:p2:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,0.9,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100073:gdg1:p3:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.0,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100073:gdg1:p4:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.1,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100073:gdg1:p5:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.2,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100073:gdg1:p6:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.3,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100073:gdg1:p7:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.4,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100074:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,506625.0,1.1,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100074:gdg1:p2:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,506625.0,1.2,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100074:gdg1:p3:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,506625.0,1.3,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100074:gdg1:p4:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,506625.0,1.4,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100075:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,1013250.0,1.1,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100075:gdg1:p2:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,1013250.0,1.2,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100075:gdg1:p3:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,1013250.0,1.3,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100075:gdg1:p4:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,1013250.0,1.4,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100076:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.0999995328579903,outwardly propagating spherical flame; constant volume combustion chamber
x20100076:gdg1:p2:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.1999990457150219,outwardly propagating spherical flame; constant volume combustion chamber
x20100076:gdg1:p3:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.2999991880942135,outwardly propagating spherical flame; constant volume combustion chamber
x20100076:gdg1:p4:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100076:gdg1:p5:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.4999983095258219,outwardly propagating spherical flame; constant volume combustion chamber
x20100076:gdg1:p6:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.6,outwardly propagating spherical flame; constant volume combustion chamber
x20100076:gdg1:p7:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.699998418575066,outwardly propagating spherical flame; constant volume combustion chamber
x20100076:gdg1:p8:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,101325.0,1.0,0.7999999999999999,outwardly propagating spherical flame; constant volume combustion chamber
x20100077:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.0,0.0999995328579903,outwardly propagating spherical flame; constant volume combustion chamber
x20100077:gdg1:p2:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.0,0.1999990457150219,outwardly propagating spherical flame; constant volume combustion chamber
x20100077:gdg1:p3:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.0,0.2999991880942135,outwardly propagating spherical flame; constant volume combustion chamber
x20100077:gdg1:p4:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.0,0.4,outwardly propagating spherical flame; constant volume combustion chamber
x20100077:gdg1:p5:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.0,0.4999983095258219,outwardly propagating spherical flame; constant volume combustion chamber
x20100077:gdg1:p6:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,202650.0,1.0,0.6,outwardly propagating spherical flame; constant volume combustion chamber
x20100078:gdg1:p1:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,506625.0,1.0,0.0999995328579903,outwardly propagating spherical flame; constant volume combustion chamber
x20100078:gdg1:p2:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,506625.0,1.0,0.1999990457150219,outwardly propagating spherical flame; constant volume combustion chamber
x20100078:gdg1:p3:laminar burning velocity,campaign_56edf2653b54,LBV,laminar burning velocity,298.0,506625.0,1.0,0.2999991880942135,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p1:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,0.5,0.1428571428571428,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p2:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,0.6,0.1428551360513956,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p3:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,0.7,0.1428580247802762,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p4:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,0.8,0.142857933671257,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p5:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,0.9,0.1428578628100867,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p6:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.0,0.1428578061233175,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p7:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.1,0.1428571428571428,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p8:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.2,0.1428565646262633,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p9:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.3,0.1428571428571428,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p10:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.4,0.1428571428571428,outwardly propagating spherical flame; constant volume combustion chamber
x20100079:gdg1:p11:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.5,0.1428571428571428,outwardly propagating spherical flame; constant volume combustion chamber
x20100080:gdg1:p1:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.0,0.068965834890387,outwardly propagating spherical flame; constant volume combustion chamber
x20100080:gdg1:p2:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,300000.0,1.0,0.068965834890387,outwardly propagating spherical flame; constant volume combustion chamber
x20100080:gdg1:p3:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,500000.0,1.0,0.068965834890387,outwardly propagating spherical flame; constant volume combustion chamber
x20100081:gdg1:p1:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.0,0.1428578061233175,outwardly propagating spherical flame; constant volume combustion chamber
x20100081:gdg1:p2:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,300000.0,1.0,0.1428578061233175,outwardly propagating spherical flame; constant volume combustion chamber
x20100081:gdg1:p3:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,500000.0,1.0,0.1428578061233175,outwardly propagating spherical flame; constant volume combustion chamber
x20100082:gdg1:p1:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,0.7,0.2222208348031304,flame cone method; modified Bunsen burner
x20100082:gdg1:p2:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,0.8,0.2222228497922194,flame cone method; modified Bunsen burner
x20100082:gdg1:p3:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,0.9,0.2222216460901082,flame cone method; modified Bunsen burner
x20100082:gdg1:p4:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,1.0,0.2222224897113645,flame cone method; modified Bunsen burner
x20100082:gdg1:p5:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,1.1,0.2222212196032561,flame cone method; modified Bunsen burner
x20100082:gdg1:p6:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,1.2,0.2222226954734701,flame cone method; modified Bunsen burner
x20100082:gdg1:p7:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,1.3,0.2222219974674633,flame cone method; modified Bunsen burner
x20100082:gdg1:p8:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,1.4,0.222221578482351,flame cone method; modified Bunsen burner
x20100082:gdg1:p9:laminar burning velocity,campaign_16f8038c5740,LBV,laminar burning velocity,368.0,101325.0,1.5,0.2222222222222222,flame cone method; modified Bunsen burner
x20101000:gdg1:p1:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p2:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p3:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p4:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p5:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p6:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p7:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p8:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p9:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p10:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p11:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p12:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p13:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p14:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p15:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p16:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p17:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p18:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p19:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p20:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p21:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p22:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p23:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p24:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p25:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p26:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p27:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p28:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p29:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p30:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p31:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p32:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p33:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p34:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p35:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p36:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p37:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p38:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p39:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p40:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p41:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p42:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p43:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101000:gdg1:p44:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,,0.0,heat flux burner; premixed
x20101001:gdg1:p1:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,0.8,0.0,heat flux burner; premixed
x20101001:gdg1:p2:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,0.85,0.0,heat flux burner; premixed
x20101001:gdg1:p3:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,0.9,0.0,heat flux burner; premixed
x20101001:gdg1:p4:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,0.95,0.0,heat flux burner; premixed
x20101001:gdg1:p5:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.0,0.0,heat flux burner; premixed
x20101001:gdg1:p6:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.05,0.0,heat flux burner; premixed
x20101001:gdg1:p7:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.1,0.0,heat flux burner; premixed
x20101001:gdg1:p8:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.15,0.0,heat flux burner; premixed
x20101001:gdg1:p9:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.2,0.0,heat flux burner; premixed
x20101001:gdg1:p10:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.25,0.0,heat flux burner; premixed
x20101001:gdg1:p11:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.3,0.0,heat flux burner; premixed
x20101001:gdg1:p12:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.35,0.0,heat flux burner; premixed
x20101001:gdg1:p13:laminar burning velocity,campaign_bc661b9f179a,LBV,laminar burning velocity,298.0,101325.0,1.4,0.0,heat flux burner; premixed
