dataset_id,campaign_id,observable_class,observable,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,apparatus
x00100000:gdg1:p1:H2O,campaign_d5397fe0cc8b,species,H2O,900.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p1:NH3,campaign_d5397fe0cc8b,species,NH3,900.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p1:NO,campaign_d5397fe0cc8b,species,NO,900.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p1:N2O,campaign_d5397fe0cc8b,species,N2O,900.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p2:H2O,campaign_d5397fe0cc8b,species,H2O,950.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p2:NH3,campaign_d5397fe0cc8b,species,NH3,950.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p2:NO,campaign_d5397fe0cc8b,species,NO,950.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p2:N2O,campaign_d5397fe0cc8b,species,N2O,950.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p3:H2O,campaign_d5397fe0cc8b,species,H2O,1000.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p3:NH3,campaign_d5397fe0cc8b,species,NH3,1000.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p3:NO,campaign_d5397fe0cc8b,species,NO,1000.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p3:N2O,campaign_d5397fe0cc8b,species,N2O,1000.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p4:H2O,campaign_d5397fe0cc8b,species,H2O,1060.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p4:NH3,campaign_d5397fe0cc8b,species,NH3,1060.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p4:NO,campaign_d5397fe0cc8b,species,NO,1060.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p4:N2O,campaign_d5397fe0cc8b,species,N2O,1060.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p5:H2O,campaign_d5397fe0cc8b,species,H2O,1100.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p5:NH3,campaign_d5397fe0cc8b,species,NH3,1100.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p5:NO,campaign_d5397fe0cc8b,species,NO,1100.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p5:N2O,campaign_d5397fe0cc8b,species,N2O,1100.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p6:H2O,campaign_d5397fe0cc8b,species,H2O,1150.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p6:NH3,campaign_d5397fe0cc8b,species,NH3,1150.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p6:NO,campaign_d5397fe0cc8b,species,NO,1150.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p6:N2O,campaign_d5397fe0cc8b,species,N2O,1150.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p7:H2O,campaign_d5397fe0cc8b,species,H2O,1180.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p7:NH3,campaign_d5397fe0cc8b,species,NH3,1180.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p7:NO,campaign_d5397fe0cc8b,species,NO,1180.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p7:N2O,campaign_d5397fe0cc8b,species,N2O,1180.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p8:H2O,campaign_d5397fe0cc8b,species,H2O,1210.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p8:NH3,campaign_d5397fe0cc8b,species,NH3,1210.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p8:NO,campaign_d5397fe0cc8b,species,NO,1210.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p8:N2O,campaign_d5397fe0cc8b,species,N2O,1210.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p9:H2O,campaign_d5397fe0cc8b,species,H2O,1240.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p9:NH3,campaign_d5397fe0cc8b,species,NH3,1240.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p9:NO,campaign_d5397fe0cc8b,species,NO,1240.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p9:N2O,campaign_d5397fe0cc8b,species,N2O,1240.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p10:H2O,campaign_d5397fe0cc8b,species,H2O,1277.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p10:NH3,campaign_d5397fe0cc8b,species,NH3,1277.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p10:NO,campaign_d5397fe0cc8b,species,NO,1277.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100000:gdg1:p10:N2O,campaign_d5397fe0cc8b,species,N2O,1277.0,101325.0,0.25,0.0689655172413793,stirred reactor (quartz)
x00100001:gdg1:p1:H2O,campaign_d5397fe0cc8b,species,H2O,900.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p1:NH3,campaign_d5397fe0cc8b,species,NH3,900.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p1:NO,campaign_d5397fe0cc8b,species,NO,900.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p1:N2O,campaign_d5397fe0cc8b,species,N2O,900.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p2:H2O,campaign_d5397fe0cc8b,species,H2O,950.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p2:NH3,campaign_d5397fe0cc8b,species,NH3,950.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p2:NO,campaign_d5397fe0cc8b,species,NO,950.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p2:N2O,campaign_d5397fe0cc8b,species,N2O,950.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p3:H2O,campaign_d5397fe0cc8b,species,H2O,980.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p3:NH3,campaign_d5397fe0cc8b,species,NH3,980.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p3:NO,campaign_d5397fe0cc8b,species,NO,980.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p3:N2O,campaign_d5397fe0cc8b,species,N2O,980.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p4:H2O,campaign_d5397fe0cc8b,species,H2O,1010.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p4:NH3,campaign_d5397fe0cc8b,species,NH3,1010.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p4:NO,campaign_d5397fe0cc8b,species,NO,1010.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p4:N2O,campaign_d5397fe0cc8b,species,N2O,1010.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p5:H2O,campaign_d5397fe0cc8b,species,H2O,1040.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p5:NH3,campaign_d5397fe0cc8b,species,NH3,1040.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p5:NO,campaign_d5397fe0cc8b,species,NO,1040.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p5:N2O,campaign_d5397fe0cc8b,species,N2O,1040.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p6:H2O,campaign_d5397fe0cc8b,species,H2O,1070.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p6:NH3,campaign_d5397fe0cc8b,species,NH3,1070.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p6:NO,campaign_d5397fe0cc8b,species,NO,1070.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p6:N2O,campaign_d5397fe0cc8b,species,N2O,1070.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p7:H2O,campaign_d5397fe0cc8b,species,H2O,1120.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p7:NH3,campaign_d5397fe0cc8b,species,NH3,1120.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p7:NO,campaign_d5397fe0cc8b,species,NO,1120.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p7:N2O,campaign_d5397fe0cc8b,species,N2O,1120.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p8:H2O,campaign_d5397fe0cc8b,species,H2O,1170.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p8:NH3,campaign_d5397fe0cc8b,species,NH3,1170.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p8:NO,campaign_d5397fe0cc8b,species,NO,1170.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p8:N2O,campaign_d5397fe0cc8b,species,N2O,1170.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p9:H2O,campaign_d5397fe0cc8b,species,H2O,1220.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p9:NH3,campaign_d5397fe0cc8b,species,NH3,1220.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p9:NO,campaign_d5397fe0cc8b,species,NO,1220.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100001:gdg1:p9:N2O,campaign_d5397fe0cc8b,species,N2O,1220.0,101325.0,0.25,0.2222222222222222,stirred reactor (quartz)
x00100002:gdg1:p1:H2O,campaign_d5397fe0cc8b,species,H2O,800.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p1:NH3,campaign_d5397fe0cc8b,species,NH3,800.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p1:NO,campaign_d5397fe0cc8b,species,NO,800.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p1:N2O,campaign_d5397fe0cc8b,species,N2O,800.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p2:H2O,campaign_d5397fe0cc8b,species,H2O,850.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p2:NH3,campaign_d5397fe0cc8b,species,NH3,850.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p2:NO,campaign_d5397fe0cc8b,species,NO,850.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p2:N2O,campaign_d5397fe0cc8b,species,N2O,850.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p3:H2O,campaign_d5397fe0cc8b,species,H2O,900.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p3:NH3,campaign_d5397fe0cc8b,species,NH3,900.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p3:NO,campaign_d5397fe0cc8b,species,NO,900.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p3:N2O,campaign_d5397fe0cc8b,species,N2O,900.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p4:H2O,campaign_d5397fe0cc8b,species,H2O,950.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p4:NH3,campaign_d5397fe0cc8b,species,NH3,950.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p4:NO,campaign_d5397fe0cc8b,species,NO,950.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p4:N2O,campaign_d5397fe0cc8b,species,N2O,950.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p5:H2O,campaign_d5397fe0cc8b,species,H2O,980.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p5:NH3,campaign_d5397fe0cc8b,species,NH3,980.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p5:NO,campaign_d5397fe0cc8b,species,NO,980.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p5:N2O,campaign_d5397fe0cc8b,species,N2O,980.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p6:H2O,campaign_d5397fe0cc8b,species,H2O,1010.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p6:NH3,campaign_d5397fe0cc8b,species,NH3,1010.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p6:NO,campaign_d5397fe0cc8b,species,NO,1010.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p6:N2O,campaign_d5397fe0cc8b,species,N2O,1010.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p7:H2O,campaign_d5397fe0cc8b,species,H2O,1040.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p7:NH3,campaign_d5397fe0cc8b,species,NH3,1040.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p7:NO,campaign_d5397fe0cc8b,species,NO,1040.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p7:N2O,campaign_d5397fe0cc8b,species,N2O,1040.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p8:H2O,campaign_d5397fe0cc8b,species,H2O,1070.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p8:NH3,campaign_d5397fe0cc8b,species,NH3,1070.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p8:NO,campaign_d5397fe0cc8b,species,NO,1070.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p8:N2O,campaign_d5397fe0cc8b,species,N2O,1070.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p9:H2O,campaign_d5397fe0cc8b,species,H2O,1120.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p9:NH3,campaign_d5397fe0cc8b,species,NH3,1120.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p9:NO,campaign_d5397fe0cc8b,species,NO,1120.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p9:N2O,campaign_d5397fe0cc8b,species,N2O,1120.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p10:H2O,campaign_d5397fe0cc8b,species,H2O,1170.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p10:NH3,campaign_d5397fe0cc8b,species,NH3,1170.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p10:NO,campaign_d5397fe0cc8b,species,NO,1170.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100002:gdg1:p10:N2O,campaign_d5397fe0cc8b,species,N2O,1170.0,101325.0,0.25,0.4,stirred reactor (quartz)
x00100003:gdg1:p1:H2O,campaign_d5397fe0cc8b,species,H2O,800.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p1:NH3,campaign_d5397fe0cc8b,species,NH3,800.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p1:NO,campaign_d5397fe0cc8b,species,NO,800.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p1:N2O,campaign_d5397fe0cc8b,species,N2O,800.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p2:H2O,campaign_d5397fe0cc8b,species,H2O,850.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p2:NH3,campaign_d5397fe0cc8b,species,NH3,850.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p2:NO,campaign_d5397fe0cc8b,species,NO,850.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p2:N2O,campaign_d5397fe0cc8b,species,N2O,850.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p3:H2O,campaign_d5397fe0cc8b,species,H2O,880.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p3:NH3,campaign_d5397fe0cc8b,species,NH3,880.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p3:NO,campaign_d5397fe0cc8b,species,NO,880.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p3:N2O,campaign_d5397fe0cc8b,species,N2O,880.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p4:H2O,campaign_d5397fe0cc8b,species,H2O,910.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p4:NH3,campaign_d5397fe0cc8b,species,NH3,910.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p4:NO,campaign_d5397fe0cc8b,species,NO,910.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p4:N2O,campaign_d5397fe0cc8b,species,N2O,910.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p5:H2O,campaign_d5397fe0cc8b,species,H2O,940.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p5:NH3,campaign_d5397fe0cc8b,species,NH3,940.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p5:NO,campaign_d5397fe0cc8b,species,NO,940.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p5:N2O,campaign_d5397fe0cc8b,species,N2O,940.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p6:H2O,campaign_d5397fe0cc8b,species,H2O,970.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p6:NH3,campaign_d5397fe0cc8b,species,NH3,970.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p6:NO,campaign_d5397fe0cc8b,species,NO,970.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p6:N2O,campaign_d5397fe0cc8b,species,N2O,970.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p7:H2O,campaign_d5397fe0cc8b,species,H2O,1000.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p7:NH3,campaign_d5397fe0cc8b,species,NH3,1000.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p7:NO,campaign_d5397fe0cc8b,species,NO,1000.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p7:N2O,campaign_d5397fe0cc8b,species,N2O,1000.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p8:H2O,campaign_d5397fe0cc8b,species,H2O,1030.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p8:NH3,campaign_d5397fe0cc8b,species,NH3,1030.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p8:NO,campaign_d5397fe0cc8b,species,NO,1030.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p8:N2O,campaign_d5397fe0cc8b,species,N2O,1030.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p9:H2O,campaign_d5397fe0cc8b,species,H2O,1060.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p9:NH3,campaign_d5397fe0cc8b,species,NH3,1060.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p9:NO,campaign_d5397fe0cc8b,species,NO,1060.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100003:gdg1:p9:N2O,campaign_d5397fe0cc8b,species,N2O,1060.0,101325.0,0.25,0.6086956521739131,stirred reactor (quartz)
x00100004:gdg1:p1:H2O,campaign_d5397fe0cc8b,species,H2O,900.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p1:NH3,campaign_d5397fe0cc8b,species,NH3,900.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p1:NO,campaign_d5397fe0cc8b,species,NO,900.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p1:N2O,campaign_d5397fe0cc8b,species,N2O,900.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p2:H2O,campaign_d5397fe0cc8b,species,H2O,952.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p2:NH3,campaign_d5397fe0cc8b,species,NH3,952.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p2:NO,campaign_d5397fe0cc8b,species,NO,952.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p2:N2O,campaign_d5397fe0cc8b,species,N2O,952.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p3:H2O,campaign_d5397fe0cc8b,species,H2O,1000.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p3:NH3,campaign_d5397fe0cc8b,species,NH3,1000.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p3:NO,campaign_d5397fe0cc8b,species,NO,1000.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p3:N2O,campaign_d5397fe0cc8b,species,N2O,1000.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p4:H2O,campaign_d5397fe0cc8b,species,H2O,1060.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p4:NH3,campaign_d5397fe0cc8b,species,NH3,1060.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p4:NO,campaign_d5397fe0cc8b,species,NO,1060.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p4:N2O,campaign_d5397fe0cc8b,species,N2O,1060.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p5:H2O,campaign_d5397fe0cc8b,species,H2O,1100.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p5:NH3,campaign_d5397fe0cc8b,species,NH3,1100.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p5:NO,campaign_d5397fe0cc8b,species,NO,1100.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p5:N2O,campaign_d5397fe0cc8b,species,N2O,1100.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p6:H2O,campaign_d5397fe0cc8b,species,H2O,1150.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p6:NH3,campaign_d5397fe0cc8b,species,NH3,1150.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p6:NO,campaign_d5397fe0cc8b,species,NO,1150.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p6:N2O,campaign_d5397fe0cc8b,species,N2O,1150.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p7:H2O,campaign_d5397fe0cc8b,species,H2O,1180.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p7:NH3,campaign_d5397fe0cc8b,species,NH3,1180.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p7:NO,campaign_d5397fe0cc8b,species,NO,1180.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p7:N2O,campaign_d5397fe0cc8b,species,N2O,1180.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p8:H2O,campaign_d5397fe0cc8b,species,H2O,1210.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p8:NH3,campaign_d5397fe0cc8b,species,NH3,1210.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p8:NO,campaign_d5397fe0cc8b,species,NO,1210.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p8:N2O,campaign_d5397fe0cc8b,species,N2O,1210.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p9:H2O,campaign_d5397fe0cc8b,species,H2O,1240.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p9:NH3,campaign_d5397fe0cc8b,species,NH3,1240.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p9:NO,campaign_d5397fe0cc8b,species,NO,1240.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p9:N2O,campaign_d5397fe0cc8b,species,N2O,1240.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p10:H2O,campaign_d5397fe0cc8b,species,H2O,1281.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p10:NH3,campaign_d5397fe0cc8b,species,NH3,1281.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p10:NO,campaign_d5397fe0cc8b,species,NO,1281.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100004:gdg1:p10:N2O,campaign_d5397fe0cc8b,species,N2O,1281.0,101325.0,1.0,0.0689655172413793,stirred reactor (quartz)
x00100005:gdg1:p1:H2O,campaign_d5397fe0cc8b,species,H2O,900.0,101325.0,1.0,0.2222222222222222,stirred reactor (quartz)
x00100005:gdg1:p1:NH3,campaign_d5397fe0cc8b,species,NH3,900.0,101325.0,1.0,0.2222222222222222,stirred reactor (quartz)
x00100005:gdg1:p1:NO,campaign_d5397fe0cc8b,species,NO,900.0,101325.0,1.0,0.2222222222222222,stirred reactor (quartz)
x00100005:gdg1:p1:N2O,campaign_d5397fe0cc8b,species,N2O,900.0,101325.0,1.0,0.2222222222222222,stirred reactor (quartz)
