dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition,measurement_class,pressure_bar
x20101049:gdg1:p5:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.50281,m/s,0.013415,evaluated standard deviation:absolute:m/s,422.85,101325.0,1.1075,0.0625017284770043,"{""H2"": 0.01356, ""NH3"": 0.135596}","{""CO"": 0.122036, ""N2"": 0.575758, ""O2"": 0.15305}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.1), T = 423 K",False,pending_manual_review,,x20101049.xml,10.24388/x20101049,laminar burning velocity measurement,,,50.281,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.122036, ""H2"": 0.01356, ""N2"": 0.575758, ""NH3"": 0.135596, ""O2"": 0.15305}",LBV,1.01325
x20101049:gdg1:p6:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.48875,m/s,0.009635,evaluated standard deviation:absolute:m/s,422.95,101325.0,1.2208,0.0624999999999999,"{""H2"": 0.014544, ""NH3"": 0.14544}","{""CO"": 0.130896, ""N2"": 0.560205, ""O2"": 0.148915}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.1), T = 423 K",False,pending_manual_review,,x20101049.xml,10.24388/x20101049,laminar burning velocity measurement,,,48.875,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.130896, ""H2"": 0.014544, ""N2"": 0.560205, ""NH3"": 0.14544, ""O2"": 0.148915}",LBV,1.01325
x20101049:gdg1:p7:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.4464,m/s,0.00991,evaluated standard deviation:absolute:m/s,423.2,101325.0,1.324,0.0625011418282649,"{""H2"": 0.015395, ""NH3"": 0.153947}","{""CO"": 0.138552, ""N2"": 0.546764, ""O2"": 0.145342}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.1), T = 423 K",False,pending_manual_review,,x20101049.xml,10.24388/x20101049,laminar burning velocity measurement,,,44.64,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.138552, ""H2"": 0.015395, ""N2"": 0.546764, ""NH3"": 0.153947, ""O2"": 0.145342}",LBV,1.01325
x20101049:gdg1:p8:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.40284,m/s,0.011231,evaluated standard deviation:absolute:m/s,423.0,101325.0,1.4081,0.062498540481213,"{""H2"": 0.016058, ""NH3"": 0.160584}","{""CO"": 0.144526, ""N2"": 0.536277, ""O2"": 0.142555}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.1), T = 423 K",False,pending_manual_review,,x20101049.xml,10.24388/x20101049,laminar burning velocity measurement,,,40.284,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.144526, ""H2"": 0.016058, ""N2"": 0.536277, ""NH3"": 0.160584, ""O2"": 0.142555}",LBV,1.01325
x20101050:gdg1:p1:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1829,m/s,0.00647,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.7102,0.25,"{""H2"": 0.048163, ""NH3"": 0.096326}","{""CO"": 0.048163, ""N2"": 0.637806, ""O2"": 0.169543}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 298 K",False,pending_manual_review,,x20101050.xml,10.24388/x20101050,laminar burning velocity measurement,,,18.29,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.048163, ""H2"": 0.048163, ""N2"": 0.637806, ""NH3"": 0.096326, ""O2"": 0.169543}",LBV,1.01325
x20101050:gdg1:p2:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2426,m/s,0.007652,evaluated standard deviation:absolute:m/s,298.2,101325.0,0.8133,0.2499982528030863,"{""H2"": 0.053657, ""NH3"": 0.107315}","{""CO"": 0.053657, ""N2"": 0.620443, ""O2"": 0.164928}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 298 K",False,pending_manual_review,,x20101050.xml,10.24388/x20101050,laminar burning velocity measurement,,,24.26,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.053657, ""H2"": 0.053657, ""N2"": 0.620443, ""NH3"": 0.107315, ""O2"": 0.164928}",LBV,1.01325
x20101050:gdg1:p3:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.29522,m/s,0.012272,evaluated standard deviation:absolute:m/s,298.1,101325.0,0.9118,0.24999840091766,"{""H2"": 0.058627, ""NH3"": 0.117255}","{""CO"": 0.058627, ""N2"": 0.604738, ""O2"": 0.160753}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 298 K",False,pending_manual_review,,x20101050.xml,10.24388/x20101050,laminar burning velocity measurement,,,29.522,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.058627, ""H2"": 0.058627, ""N2"": 0.604738, ""NH3"": 0.117255, ""O2"": 0.160753}",LBV,1.01325
x20101050:gdg1:p4:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.3327,m/s,0.00616,evaluated standard deviation:absolute:m/s,298.1,101325.0,1.0166,0.2500014728610621,"{""H2"": 0.063652, ""NH3"": 0.127303}","{""CO"": 0.063652, ""N2"": 0.588861, ""O2"": 0.156533}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 298 K",False,pending_manual_review,,x20101050.xml,10.24388/x20101050,laminar burning velocity measurement,,,33.27,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.063652, ""H2"": 0.063652, ""N2"": 0.588861, ""NH3"": 0.127303, ""O2"": 0.156533}",LBV,1.01325
x20101050:gdg1:p5:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.34396,m/s,0.013202,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.1135,0.2500013773067592,"{""H2"": 0.068068, ""NH3"": 0.136135}","{""CO"": 0.068068, ""N2"": 0.574906, ""O2"": 0.152823}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 298 K",False,pending_manual_review,,x20101050.xml,10.24388/x20101050,laminar burning velocity measurement,,,34.396,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.068068, ""H2"": 0.068068, ""N2"": 0.574906, ""NH3"": 0.136135, ""O2"": 0.152823}",LBV,1.01325
x20101050:gdg1:p6:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.33752,m/s,0.0144839999999999,evaluated standard deviation:absolute:m/s,298.1,101325.0,1.221,0.2500012890385319,"{""H2"": 0.072729, ""NH3"": 0.145457}","{""CO"": 0.072729, ""N2"": 0.560178, ""O2"": 0.148908}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 298 K",False,pending_manual_review,,x20101050.xml,10.24388/x20101050,laminar burning velocity measurement,,,33.752,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.072729, ""H2"": 0.072729, ""N2"": 0.560178, ""NH3"": 0.145457, ""O2"": 0.148908}",LBV,1.01325
x20101050:gdg1:p7:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.29773,m/s,0.01239,evaluated standard deviation:absolute:m/s,298.1,101325.0,1.3145,0.25,"{""H2"": 0.07659, ""NH3"": 0.15318}","{""CO"": 0.07659, ""N2"": 0.547975, ""O2"": 0.145664}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 298 K",False,pending_manual_review,,x20101050.xml,10.24388/x20101050,laminar burning velocity measurement,,,29.773,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.07659, ""H2"": 0.07659, ""N2"": 0.547975, ""NH3"": 0.15318, ""O2"": 0.145664}",LBV,1.01325
x20101050:gdg1:p8:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.25933,m/s,0.0147859999999999,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.4093,0.2499988330462627,"{""H2"": 0.080337, ""NH3"": 0.160675}","{""CO"": 0.080337, ""N2"": 0.536134, ""O2"": 0.142517}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 298 K",False,pending_manual_review,,x20101050.xml,10.24388/x20101050,laminar burning velocity measurement,,,25.933,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.080337, ""H2"": 0.080337, ""N2"": 0.536134, ""NH3"": 0.160675, ""O2"": 0.142517}",LBV,1.01325
x20101051:gdg1:p1:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.21488,m/s,0.004655,evaluated standard deviation:absolute:m/s,323.0,101325.0,0.7047,0.2499980412179967,"{""H2"": 0.047861, ""NH3"": 0.095723}","{""CO"": 0.047861, ""N2"": 0.638758, ""O2"": 0.169797}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 323 K",False,pending_manual_review,,x20101051.xml,10.24388/x20101051,laminar burning velocity measurement,,,21.488,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.047861, ""H2"": 0.047861, ""N2"": 0.638758, ""NH3"": 0.095723, ""O2"": 0.169797}",LBV,1.01325
x20101051:gdg1:p2:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.28939,m/s,0.013748,evaluated standard deviation:absolute:m/s,323.1,101325.0,0.8069,0.25,"{""H2"": 0.053325, ""NH3"": 0.10665}","{""CO"": 0.053325, ""N2"": 0.621493, ""O2"": 0.165207}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 323 K",False,pending_manual_review,,x20101051.xml,10.24388/x20101051,laminar burning velocity measurement,,,28.939,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.053325, ""H2"": 0.053325, ""N2"": 0.621493, ""NH3"": 0.10665, ""O2"": 0.165207}",LBV,1.01325
x20101051:gdg1:p3:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.34363,m/s,0.007173,evaluated standard deviation:absolute:m/s,323.15,101325.0,0.8989,0.25,"{""H2"": 0.057994, ""NH3"": 0.115988}","{""CO"": 0.057994, ""N2"": 0.60674, ""O2"": 0.161285}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 323 K",False,pending_manual_review,,x20101051.xml,10.24388/x20101051,laminar burning velocity measurement,,,34.363,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.057994, ""H2"": 0.057994, ""N2"": 0.60674, ""NH3"": 0.115988, ""O2"": 0.161285}",LBV,1.01325
x20101051:gdg1:p4:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.39344,m/s,0.005028,evaluated standard deviation:absolute:m/s,323.05,101325.0,1.0016,0.25,"{""H2"": 0.062948, ""NH3"": 0.125896}","{""CO"": 0.062948, ""N2"": 0.591084, ""O2"": 0.157124}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 323 K",False,pending_manual_review,,x20101051.xml,10.24388/x20101051,laminar burning velocity measurement,,,39.344,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.062948, ""H2"": 0.062948, ""N2"": 0.591084, ""NH3"": 0.125896, ""O2"": 0.157124}",LBV,1.01325
x20101051:gdg1:p5:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.4121,m/s,0.005515,evaluated standard deviation:absolute:m/s,323.15,101325.0,1.109,0.2499986186293487,"{""H2"": 0.067867, ""NH3"": 0.135735}","{""CO"": 0.067867, ""N2"": 0.575539, ""O2"": 0.152991}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 323 K",False,pending_manual_review,,x20101051.xml,10.24388/x20101051,laminar burning velocity measurement,,,41.21,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.067867, ""H2"": 0.067867, ""N2"": 0.575539, ""NH3"": 0.135735, ""O2"": 0.152991}",LBV,1.01325
x20101051:gdg1:p6:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.40908,m/s,0.011002,evaluated standard deviation:absolute:m/s,323.1,101325.0,1.2085,0.2499987014583488,"{""H2"": 0.072196, ""NH3"": 0.144393}","{""CO"": 0.072196, ""N2"": 0.561859, ""O2"": 0.149355}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 323 K",False,pending_manual_review,,x20101051.xml,10.24388/x20101051,laminar burning velocity measurement,,,40.908,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.072196, ""H2"": 0.072196, ""N2"": 0.561859, ""NH3"": 0.144393, ""O2"": 0.149355}",LBV,1.01325
x20101051:gdg1:p7:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.36689,m/s,0.007013,evaluated standard deviation:absolute:m/s,323.2,101325.0,1.3105,0.25,"{""H2"": 0.07643, ""NH3"": 0.15286}","{""CO"": 0.07643, ""N2"": 0.548482, ""O2"": 0.145799}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 323 K",False,pending_manual_review,,x20101051.xml,10.24388/x20101051,laminar burning velocity measurement,,,36.689,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.07643, ""H2"": 0.07643, ""N2"": 0.548482, ""NH3"": 0.15286, ""O2"": 0.145799}",LBV,1.01325
x20101051:gdg1:p8:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.28833,m/s,0.011706,evaluated standard deviation:absolute:m/s,323.2,101325.0,1.4196,0.25,"{""H2"": 0.080736, ""NH3"": 0.161472}","{""CO"": 0.080736, ""N2"": 0.534873, ""O2"": 0.142182}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 323 K",False,pending_manual_review,,x20101051.xml,10.24388/x20101051,laminar burning velocity measurement,,,28.833,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.080736, ""H2"": 0.080736, ""N2"": 0.534873, ""NH3"": 0.161472, ""O2"": 0.142182}",LBV,1.01325
x20101052:gdg1:p1:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.30306,m/s,0.011422,evaluated standard deviation:absolute:m/s,373.2,101325.0,0.7103,0.2500019461664414,"{""H2"": 0.048172, ""NH3"": 0.096343}","{""CO"": 0.048172, ""N2"": 0.637777, ""O2"": 0.169536}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 373 K",False,pending_manual_review,,x20101052.xml,10.24388/x20101052,laminar burning velocity measurement,,,30.306,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.048172, ""H2"": 0.048172, ""N2"": 0.637777, ""NH3"": 0.096343, ""O2"": 0.169536}",LBV,1.01325
x20101052:gdg1:p2:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.38897,m/s,0.008054,evaluated standard deviation:absolute:m/s,373.15,101325.0,0.8063,0.2499982408365174,"{""H2"": 0.053292, ""NH3"": 0.106585}","{""CO"": 0.053292, ""N2"": 0.621596, ""O2"": 0.165234}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 373 K",False,pending_manual_review,,x20101052.xml,10.24388/x20101052,laminar burning velocity measurement,,,38.897,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.053292, ""H2"": 0.053292, ""N2"": 0.621596, ""NH3"": 0.106585, ""O2"": 0.165234}",LBV,1.01325
x20101052:gdg1:p3:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.4651,m/s,0.012587,evaluated standard deviation:absolute:m/s,373.2,101325.0,0.9067,0.25,"{""H2"": 0.058379, ""NH3"": 0.116758}","{""CO"": 0.058379, ""N2"": 0.605522, ""O2"": 0.160962}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 373 K",False,pending_manual_review,,x20101052.xml,10.24388/x20101052,laminar burning velocity measurement,,,46.51,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.058379, ""H2"": 0.058379, ""N2"": 0.605522, ""NH3"": 0.116758, ""O2"": 0.160962}",LBV,1.01325
x20101052:gdg1:p4:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.50913,m/s,0.007844,evaluated standard deviation:absolute:m/s,373.15,101325.0,1.0145,0.2499985249083968,"{""H2"": 0.063555, ""NH3"": 0.127111}","{""CO"": 0.063555, ""N2"": 0.589165, ""O2"": 0.156613}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 373 K",False,pending_manual_review,,x20101052.xml,10.24388/x20101052,laminar burning velocity measurement,,,50.913,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.063555, ""H2"": 0.063555, ""N2"": 0.589165, ""NH3"": 0.127111, ""O2"": 0.156613}",LBV,1.01325
x20101052:gdg1:p5:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.51708,m/s,0.007195,evaluated standard deviation:absolute:m/s,372.95,101325.0,1.1068,0.2499986166521876,"{""H2"": 0.06777, ""NH3"": 0.135541}","{""CO"": 0.06777, ""N2"": 0.575846, ""O2"": 0.153073}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 373 K",False,pending_manual_review,,x20101052.xml,10.24388/x20101052,laminar burning velocity measurement,,,51.708,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.06777, ""H2"": 0.06777, ""N2"": 0.575846, ""NH3"": 0.135541, ""O2"": 0.153073}",LBV,1.01325
x20101052:gdg1:p6:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.5025000000000001,m/s,0.00992,evaluated standard deviation:absolute:m/s,372.9,101325.0,1.2107,0.25,"{""H2"": 0.072291, ""NH3"": 0.144582}","{""CO"": 0.072291, ""N2"": 0.56156, ""O2"": 0.149276}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 373 K",False,pending_manual_review,,x20101052.xml,10.24388/x20101052,laminar burning velocity measurement,,,50.25,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.072291, ""H2"": 0.072291, ""N2"": 0.56156, ""NH3"": 0.144582, ""O2"": 0.149276}",LBV,1.01325
x20101052:gdg1:p7:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.45291,m/s,0.011768,evaluated standard deviation:absolute:m/s,372.7,101325.0,1.3116,0.2500012259288863,"{""H2"": 0.076473, ""NH3"": 0.152945}","{""CO"": 0.076473, ""N2"": 0.548347, ""O2"": 0.145763}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 373 K",False,pending_manual_review,,x20101052.xml,10.24388/x20101052,laminar burning velocity measurement,,,45.291,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.076473, ""H2"": 0.076473, ""N2"": 0.548347, ""NH3"": 0.152945, ""O2"": 0.145763}",LBV,1.01325
x20101052:gdg1:p8:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.39326,m/s,0.008345,evaluated standard deviation:absolute:m/s,372.85,101325.0,1.4097,0.2500011666887041,"{""H2"": 0.080356, ""NH3"": 0.160711}","{""CO"": 0.080356, ""N2"": 0.536076, ""O2"": 0.142501}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 373 K",False,pending_manual_review,,x20101052.xml,10.24388/x20101052,laminar burning velocity measurement,,,39.326,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.080356, ""H2"": 0.080356, ""N2"": 0.536076, ""NH3"": 0.160711, ""O2"": 0.142501}",LBV,1.01325
x20101053:gdg1:p1:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.38502,m/s,0.010458,evaluated standard deviation:absolute:m/s,423.0,101325.0,0.7032,0.2499980378152249,"{""H2"": 0.047778, ""NH3"": 0.095557}","{""CO"": 0.047778, ""N2"": 0.63902, ""O2"": 0.169866}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 423 K",False,pending_manual_review,,x20101053.xml,10.24388/x20101053,laminar burning velocity measurement,,,38.502,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.047778, ""H2"": 0.047778, ""N2"": 0.63902, ""NH3"": 0.095557, ""O2"": 0.169866}",LBV,1.01325
x20101053:gdg1:p2:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.49599,m/s,0.011278,evaluated standard deviation:absolute:m/s,423.0,101325.0,0.8091,0.25,"{""H2"": 0.053436, ""NH3"": 0.106872}","{""CO"": 0.053436, ""N2"": 0.621142, ""O2"": 0.165114}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 423 K",False,pending_manual_review,,x20101053.xml,10.24388/x20101053,laminar burning velocity measurement,,,49.599,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.053436, ""H2"": 0.053436, ""N2"": 0.621142, ""NH3"": 0.106872, ""O2"": 0.165114}",LBV,1.01325
x20101053:gdg1:p3:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.57981,m/s,0.012538,evaluated standard deviation:absolute:m/s,423.15,101325.0,0.9044,0.2500016090933081,"{""H2"": 0.058263, ""NH3"": 0.116525}","{""CO"": 0.058263, ""N2"": 0.60589, ""O2"": 0.161059}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 423 K",False,pending_manual_review,,x20101053.xml,10.24388/x20101053,laminar burning velocity measurement,,,57.981,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.058263, ""H2"": 0.058263, ""N2"": 0.60589, ""NH3"": 0.116525, ""O2"": 0.161059}",LBV,1.01325
x20101053:gdg1:p4:laminar burning velocity,campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.6301599999999999,m/s,0.017759,evaluated standard deviation:absolute:m/s,422.95,101325.0,1.0058,0.2499985153542067,"{""H2"": 0.063146, ""NH3"": 0.126293}","{""CO"": 0.063146, ""N2"": 0.590458, ""O2"": 0.156957}",Sl,"location: Main article; table: Table 1; figure: Fig. 2. (alpha = 0.5, beta = 0.5), T = 423 K",False,pending_manual_review,,x20101053.xml,10.24388/x20101053,laminar burning velocity measurement,,,63.016,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.063146, ""H2"": 0.063146, ""N2"": 0.590458, ""NH3"": 0.126293, ""O2"": 0.156957}",LBV,1.01325
