dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition,measurement_class,pressure_bar
x00100000:gdg1:p1:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,4.3e-05,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,900.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,4.3e-05,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p2:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,3.5e-05,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,950.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,3.5e-05,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p3:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,7.1e-05,mole fraction,7e-06,evaluated standard deviation:absolute:mole fraction,1000.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,7.1e-05,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p4:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000298,mole fraction,3e-05,evaluated standard deviation:absolute:mole fraction,1060.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,0.000298,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p5:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000607,mole fraction,6.1e-05,evaluated standard deviation:absolute:mole fraction,1100.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,0.000607,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p6:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000969,mole fraction,9.8e-05,evaluated standard deviation:absolute:mole fraction,1150.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,0.000969,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p7:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00131,mole fraction,0.000132,evaluated standard deviation:absolute:mole fraction,1180.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,0.00131,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p8:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00176,mole fraction,0.000178,evaluated standard deviation:absolute:mole fraction,1210.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,0.00176,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p9:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00255,mole fraction,0.000257,evaluated standard deviation:absolute:mole fraction,1240.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,0.00255,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100000:gdg1:p10:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00277,mole fraction,0.00028,evaluated standard deviation:absolute:mole fraction,1277.0,101325.0,0.25,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.9886, ""O2"": 0.0094}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 3; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 10% H2/90% NH3 table; figure: Figure 3., pink stars (10% H2)",False,pending_manual_review,,x00100000.xml,10.24388/x00100000,jet stirred reactor measurement,1.0,,0.00277,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.9886, ""NH3"": 0.0018, ""O2"": 0.0094}",Species,1.01325
x00100001:gdg1:p1:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,1.3e-05,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,900.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,1.3e-05,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100001:gdg1:p2:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,5e-05,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,950.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,5e-05,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100001:gdg1:p3:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000155,mole fraction,9e-06,evaluated standard deviation:absolute:mole fraction,980.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,0.000155,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100001:gdg1:p4:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000367,mole fraction,2.2e-05,evaluated standard deviation:absolute:mole fraction,1010.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,0.000367,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100001:gdg1:p5:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000693,mole fraction,4.2e-05,evaluated standard deviation:absolute:mole fraction,1040.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,0.000693,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100001:gdg1:p6:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00104,mole fraction,6.4e-05,evaluated standard deviation:absolute:mole fraction,1070.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,0.00104,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100001:gdg1:p7:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0017,mole fraction,0.000104,evaluated standard deviation:absolute:mole fraction,1120.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,0.0017,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100001:gdg1:p8:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00243,mole fraction,0.000149,evaluated standard deviation:absolute:mole fraction,1170.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,0.00243,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100001:gdg1:p9:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00269,mole fraction,0.000165,evaluated standard deviation:absolute:mole fraction,1220.0,101325.0,0.25,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.9898, ""O2"": 0.008199999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 5; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 30% H2/70% NH3 table; figure: Figure 3., red circles (30% H2)",False,pending_manual_review,,x00100001.xml,10.24388/x00100001,jet stirred reactor measurement,1.0,,0.00269,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.9898, ""NH3"": 0.0014, ""O2"": 0.008199999999999999}",Species,1.01325
x00100002:gdg1:p1:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,800.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p2:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,850.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p3:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,900.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p4:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,9.7e-05,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,950.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,9.7e-05,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p5:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000328,mole fraction,1.7e-05,evaluated standard deviation:absolute:mole fraction,980.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.000328,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p6:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0007,mole fraction,3.6e-05,evaluated standard deviation:absolute:mole fraction,1010.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.0007,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p7:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00118,mole fraction,6e-05,evaluated standard deviation:absolute:mole fraction,1040.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.00118,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p8:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00166,mole fraction,8.4e-05,evaluated standard deviation:absolute:mole fraction,1070.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.00166,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p9:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00229,mole fraction,0.000116,evaluated standard deviation:absolute:mole fraction,1120.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.00229,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100002:gdg1:p10:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0024,mole fraction,0.000122,evaluated standard deviation:absolute:mole fraction,1170.0,101325.0,0.25,0.4,"{""H2"": 0.001, ""NH3"": 0.001}","{""N2"": 0.991, ""O2"": 0.006999999999999999}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 7; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 50% H2/50% NH3 table; figure: Figure 3., blue rhombuses (50% H2)",False,pending_manual_review,,x00100002.xml,10.24388/x00100002,jet stirred reactor measurement,1.0,,0.0024,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.001, ""N2"": 0.991, ""NH3"": 0.001, ""O2"": 0.006999999999999999}",Species,1.01325
x00100003:gdg1:p1:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,800.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
